timestamp,Bx,By,Bz,B_total
2026-06-07 00:00:00,20183.87,913.27,44667.78,49024.46
2026-06-07 00:01:00,20183.95,912.89,44667.9,49024.59
2026-06-07 00:02:00,20183.65,913.21,44667.82,49024.41
2026-06-07 00:03:00,20183.51,913.64,44667.66,49024.22
2026-06-07 00:04:00,20183.42,914.4,44667.45,49023.99
2026-06-07 00:05:00,20183.38,915.2,44667.16,49023.74
2026-06-07 00:06:00,20183.58,915.43,44667.08,49023.75
2026-06-07 00:07:00,20183.76,915.17,44667.12,49023.87
2026-06-07 00:08:00,20183.44,914.6,44667.3,49023.88
2026-06-07 00:09:00,20182.99,913.52,44667.67,49024.01
2026-06-07 00:10:00,20182.48,912.72,44668.01,49024.11
2026-06-07 00:11:00,20181.5,912.39,44668.17,49023.86
2026-06-07 00:12:00,20180.58,912.27,44668.27,49023.55
2026-06-07 00:13:00,20180.21,912.07,44668.41,49023.53
2026-06-07 00:14:00,20179.79,911.85,44668.5,49023.44
2026-06-07 00:15:00,20179.28,911.6,44668.58,49023.31
2026-06-07 00:16:00,20178.75,911.39,44668.68,49023.17
2026-06-07 00:17:00,20178.19,910.88,44668.85,49023.09
2026-06-07 00:18:00,20177.22,911.1,44668.87,49022.7
2026-06-07 00:19:00,20176.14,911.76,44668.73,49022.13
2026-06-07 00:20:00,20175.33,912.16,44668.61,49021.71
2026-06-07 00:21:00,20174.83,912.19,44668.69,49021.58
2026-06-07 00:22:00,20174.8,912.68,44668.63,49021.53
2026-06-07 00:23:00,20174.96,912.55,44668.56,49021.53
2026-06-07 00:24:00,20175.1,912.02,44668.7,49021.71
2026-06-07 00:25:00,20175.67,911.28,44668.97,49022.17
2026-06-07 00:26:00,20176.21,910.59,44669.16,49022.55
2026-06-07 00:27:00,20176.94,910.26,44669.2,49022.89
2026-06-07 00:28:00,20177.77,909.73,44669.27,49023.27
2026-06-07 00:29:00,20178.25,909.23,44669.3,49023.48
2026-06-07 00:30:00,20178.74,908.58,44669.32,49023.71
2026-06-07 00:31:00,20179.45,907.88,44669.41,49024.06
2026-06-07 00:32:00,20179.14,906.65,44669.61,49024.09
2026-06-07 00:33:00,20178.04,905.66,44669.78,49023.77
2026-06-07 00:34:00,20176.86,905.27,44669.93,49023.42
2026-06-07 00:35:00,20178.54,904.63,44670.23,49024.36
2026-06-07 00:36:00,20180.39,903.66,44670.31,49025.18
2026-06-07 00:37:00,20180.15,903.36,44670.19,49024.96
2026-06-07 00:38:00,20179.15,903.43,44669.99,49024.38
2026-06-07 00:39:00,20179.0,903.73,44669.86,49024.21
2026-06-07 00:40:00,20179.21,903.82,44669.74,49024.18
2026-06-07 00:41:00,20179.2,904.12,44669.58,49024.02
2026-06-07 00:42:00,20179.34,904.42,44669.42,49023.95
2026-06-07 00:43:00,20179.7,904.54,44669.3,49023.99
2026-06-07 00:44:00,20179.78,904.69,44669.18,49023.9
2026-06-07 00:45:00,20180.01,904.5,44669.16,49023.97
2026-06-07 00:46:00,20180.02,903.9,44669.22,49024.03
2026-06-07 00:47:00,20179.56,902.47,44669.53,49024.1
2026-06-07 00:48:00,20178.42,901.95,44669.78,49023.85
2026-06-07 00:49:00,20177.95,902.37,44669.78,49023.68
2026-06-07 00:50:00,20178.54,902.88,44669.66,49023.81
2026-06-07 00:51:00,20178.88,903.22,44669.48,49023.79
2026-06-07 00:52:00,20179.1,903.55,44669.35,49023.76
2026-06-07 00:53:00,20179.53,903.57,44669.29,49023.88
2026-06-07 00:54:00,20179.87,903.53,44669.27,49024.0
2026-06-07 00:55:00,20180.08,903.13,44669.36,49024.16
2026-06-07 00:56:00,20180.43,902.71,44669.47,49024.4
2026-06-07 00:57:00,20180.54,902.33,44669.54,49024.5
2026-06-07 00:58:00,20180.27,902.27,44669.54,49024.41
2026-06-07 00:59:00,20180.3,902.08,44669.61,49024.46
2026-06-07 01:00:00,20180.53,901.58,44669.73,49024.66
2026-06-07 01:01:00,20180.99,901.36,44669.8,49024.93
2026-06-07 01:02:00,20181.48,901.17,44669.83,49025.16
2026-06-07 01:03:00,20181.79,901.09,44669.81,49025.25
2026-06-07 01:04:00,20181.78,900.96,44669.77,49025.22
2026-06-07 01:05:00,20181.73,900.54,44669.86,49025.27
2026-06-07 01:06:00,20181.59,900.45,44669.88,49025.22
2026-06-07 01:07:00,20181.81,900.34,44669.89,49025.32
2026-06-07 01:08:00,20181.95,900.35,44669.86,49025.36
2026-06-07 01:09:00,20182.04,900.43,44669.8,49025.33
2026-06-07 01:10:00,20182.1,900.13,44669.81,49025.36
2026-06-07 01:11:00,20182.23,899.34,44670.01,49025.59
2026-06-07 01:12:00,20182.24,898.94,44670.2,49025.74
2026-06-07 01:13:00,20182.01,899.09,44670.17,49025.63
2026-06-07 01:14:00,20182.14,899.23,44670.11,49025.64
2026-06-07 01:15:00,20182.35,899.33,44670.04,49025.66
2026-06-07 01:16:00,20182.85,899.7,44669.94,49025.77
2026-06-07 01:17:00,20183.33,900.07,44669.77,49025.81
2026-06-07 01:18:00,20183.72,900.4,44669.61,49025.82
2026-06-07 01:19:00,20184.41,900.25,44669.59,49026.09
2026-06-07 01:20:00,20184.28,900.18,44669.54,49025.99
2026-06-07 01:21:00,20183.7,899.75,44669.61,49025.81
2026-06-07 01:22:00,20182.69,899.6,44669.71,49025.48
2026-06-07 01:23:00,20182.11,899.8,44669.76,49025.28
2026-06-07 01:24:00,20181.8,900.05,44669.72,49025.13
2026-06-07 01:25:00,20181.89,900.09,44669.74,49025.2
2026-06-07 01:26:00,20182.37,900.18,44669.76,49025.41
2026-06-07 01:27:00,20183.01,900.0,44669.78,49025.69
2026-06-07 01:28:00,20182.91,900.19,44669.69,49025.58
2026-06-07 01:29:00,20183.59,900.16,44669.72,49025.88
2026-06-07 01:30:00,20184.07,899.69,44669.82,49026.16
2026-06-07 01:31:00,20184.79,898.94,44669.96,49026.57
2026-06-07 01:32:00,20184.82,898.74,44670.05,49026.65
2026-06-07 01:33:00,20184.55,898.95,44669.96,49026.48
2026-06-07 01:34:00,20184.39,898.95,44669.93,49026.39
2026-06-07 01:35:00,20184.44,898.5,44669.97,49026.43
2026-06-07 01:36:00,20184.7,897.97,44670.14,49026.68
2026-06-07 01:37:00,20184.48,898.11,44670.08,49026.53
2026-06-07 01:38:00,20184.35,898.14,44670.04,49026.46
2026-06-07 01:39:00,20183.53,898.43,44669.97,49026.07
2026-06-07 01:40:00,20182.9,898.65,44669.93,49025.78
2026-06-07 01:41:00,20182.68,899.36,44669.7,49025.49
2026-06-07 01:42:00,20183.2,898.9,44669.83,49025.82
2026-06-07 01:43:00,20183.48,898.75,44669.89,49025.98
2026-06-07 01:44:00,20183.67,898.84,44669.82,49025.99
