timestamp_utc,chi_amplitude,phase_radians,storm_phase,density_p_cm3,speed_km_s,bz_nT,bt_nT,source,chi_at_boundary,chi_violation,chi_status
2026-01-01 00:44:00.000,0.1415,1.9199,pre,2.19,487.5,-1.73,257.84,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 01:48:00.000,0.1327,4.7124,pre,2.49,466.5,-2.22,280.94,ACE/DSCOVR,0,0,BELOW
2026-01-01 02:55:00.000,0.15,1.3526,pre,,,0.89,276.64,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 03:48:00.000,0.1434,3.6652,pre,2.38,492.1,-0.67,229.16,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 04:31:00.000,0.132,5.5414,pre,1.97,464.9,-3.81,258.17,ACE/DSCOVR,0,0,BELOW
2026-01-01 05:19:00.000,0.1335,1.3526,pre,2.28,468.3,2.83,272.63,ACE/DSCOVR,0,0,BELOW
2026-01-01 06:20:00.000,0.1366,4.0143,pre,3.1,475.8,-2.71,73.56,ACE/DSCOVR,0,0,BELOW
2026-01-01 07:20:00.000,0.1308,0.3491,pre,6.81,462.0,3.75,74.48,ACE/DSCOVR,0,0,BELOW
2026-01-01 09:20:00.000,0.1274,5.5851,pre,6.21,477.0,6.49,278.45,ACE/DSCOVR,0,0,BELOW
2026-01-01 10:20:00.000,0.1431,1.9199,pre,6.95,491.4,-3.52,236.05,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 11:20:00.000,0.1356,4.5379,pre,2.93,473.5,2.61,290.31,ACE/DSCOVR,0,0,BELOW
2026-01-01 12:21:00.000,0.1298,0.9163,pre,2.87,459.5,-2.58,238.26,ACE/DSCOVR,0,0,BELOW
2026-01-01 13:20:00.000,0.1227,3.4907,pre,4.08,488.9,-2.02,277.67,ACE/DSCOVR,0,0,BELOW
2026-01-01 14:20:00.000,0.1442,6.1087,pre,3.45,494.0,-1.81,257.7,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 15:17:00.000,0.15,2.3126,pre,1.37,516.0,-0.7,238.22,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 16:20:00.000,0.1363,5.0615,pre,1.16,475.1,-1.65,299.88,ACE/DSCOVR,0,0,BELOW
2026-01-01 17:20:00.000,0.15,1.3963,pre,,,-2.23,304.1,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 18:20:00.000,0.1445,4.0143,pre,2.16,494.8,-5.13,345.51,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-01 20:20:00.000,0.15,2.9671,post-storm,,,-3.6,2.58,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 03:43:00.000,0.1337,3.447,pre,1.84,468.8,-1.89,317.8,ACE/DSCOVR,0,0,BELOW
2026-01-02 04:26:00.000,0.1466,5.3233,pre,1.47,499.9,-0.76,301.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 05:19:00.000,0.1477,1.3526,pre,0.24,502.5,4.77,294.24,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 06:20:00.000,0.134,4.0143,post-storm,3.04,469.6,-4.31,12.61,ACE/DSCOVR,0,0,BELOW
2026-01-02 07:20:00.000,0.135,0.3491,pre,2.03,472.1,-3.28,316.78,ACE/DSCOVR,0,0,BELOW
2026-01-02 08:21:00.000,0.15,3.0107,pre,0.23,511.4,7.96,304.18,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 09:20:00.000,0.1445,5.5851,pre,0.79,494.7,-0.55,314.37,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 10:20:00.000,0.15,1.9199,pre,1.82,552.0,-5.39,321.56,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 11:19:00.000,0.15,4.4942,pre,0.17,610.8,4.24,296.63,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 12:21:00.000,0.15,0.9163,pre,1.8,571.5,-5.22,354.85,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 13:24:00.000,0.15,3.6652,pre,2.67,587.1,-1.73,334.4,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 14:20:00.000,0.15,6.1087,pre,2.25,577.5,1.45,347.04,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 15:21:00.000,0.15,2.4871,pre,1.09,615.5,0.9,309.69,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 16:20:00.000,0.15,5.0615,pre,3.28,671.1,1.64,298.25,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 17:19:00.000,0.15,1.3526,pre,2.59,639.3,0.52,311.41,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 18:20:00.000,0.15,4.0143,pre,1.88,622.1,-5.68,314.29,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 19:17:00.000,0.15,0.2182,pre,1.48,599.9,5.12,307.4,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 20:21:00.000,0.15,3.0107,pre,1.52,604.2,-7.61,314.67,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 21:19:00.000,0.15,5.5414,pre,1.44,623.9,-6.7,66.26,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 22:19:00.000,0.15,1.8762,pre,1.45,554.8,-0.32,26.81,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-02 23:20:00.000,0.15,4.5379,pre,2.14,600.5,-3.3,355.68,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 00:36:00.000,0.15,1.5708,pre,0.41,543.3,0.54,293.72,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 01:48:00.000,0.15,4.7124,pre,1.08,578.2,-5.37,323.81,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 02:48:00.000,0.15,1.0472,pre,0.77,585.8,-2.47,297.13,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 03:36:00.000,0.15,3.1416,pre,0.91,565.4,-2.24,320.63,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 04:20:00.000,0.15,5.0615,pre,0.78,599.5,-2.35,305.64,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 05:19:00.000,0.15,1.3526,pre,0.98,558.2,2.24,326.82,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 06:20:00.000,0.15,4.0143,pre,0.9,579.4,3.78,299.49,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 07:17:00.000,0.1479,0.2182,pre,0.24,503.0,-4.49,322.59,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 08:20:00.000,0.15,2.9671,pre,1.35,528.7,-0.27,336.6,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 09:19:00.000,0.15,5.5414,pre,0.59,508.4,-0.73,313.94,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 10:20:00.000,0.15,1.9199,pre,,,-0.24,51.63,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 11:19:00.000,0.15,4.4942,pre,,,-2.12,333.43,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 12:22:00.000,0.1483,0.9599,pre,1.95,504.0,-6.24,264.14,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 13:20:00.000,0.15,3.4907,pre,0.65,524.7,-4.99,248.51,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 14:20:00.000,0.15,6.1087,pre,2.23,538.6,-6.44,228.77,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 15:19:00.000,0.1371,2.3998,pre,0.67,477.1,-0.21,292.99,ACE/DSCOVR,0,0,BELOW
2026-01-03 16:21:00.000,0.1415,5.1051,pre,0.36,487.5,-2.64,313.84,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 17:19:00.000,0.1473,1.3526,pre,0.91,501.6,-0.8,315.14,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-03 18:20:00.000,0.1278,4.0143,pre,0.37,454.7,0.22,325.34,ACE/DSCOVR,0,0,BELOW
2026-01-03 19:19:00.000,0.1326,0.3054,pre,1.81,466.3,-1.3,332.82,ACE/DSCOVR,0,0,BELOW
2026-01-03 20:21:00.000,0.13,3.0107,pre,1.16,460.0,-0.25,328.07,ACE/DSCOVR,0,0,BELOW
2026-01-03 21:20:00.000,0.1272,5.5851,pre,1.19,453.2,3.32,329.02,ACE/DSCOVR,0,0,BELOW
2026-01-03 22:19:00.000,0.118,1.8762,pre,0.78,431.3,2.49,343.62,ACE/DSCOVR,0,0,BELOW
2026-01-03 23:19:00.000,0.1287,4.4942,pre,0.97,456.9,2.8,341.22,ACE/DSCOVR,0,0,BELOW
2026-01-04 00:44:00.000,0.1253,1.9199,pre,0.93,448.8,2.6,334.4,ACE/DSCOVR,0,0,BELOW
2026-01-04 01:50:00.000,0.1186,4.7997,pre,0.99,432.6,2.74,326.84,ACE/DSCOVR,0,0,BELOW
2026-01-04 02:56:00.000,0.1178,1.3963,pre,1.97,430.7,2.34,312.65,ACE/DSCOVR,0,0,BELOW
2026-01-04 03:49:00.000,0.1207,3.7088,pre,0.81,437.8,1.47,347.08,ACE/DSCOVR,0,0,BELOW
2026-01-04 04:31:00.000,0.1409,5.5414,pre,0.03,486.2,1.79,321.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-04 05:19:00.000,0.1117,1.3526,pre,0.64,416.1,0.77,349.36,ACE/DSCOVR,0,0,BELOW
2026-01-04 06:20:00.000,0.1189,4.0143,pre,0.28,433.3,0.18,339.94,ACE/DSCOVR,0,0,BELOW
2026-01-04 07:20:00.000,0.1176,0.3491,pre,0.23,430.2,0.25,354.39,ACE/DSCOVR,0,0,BELOW
2026-01-04 08:21:00.000,0.1207,3.0107,pre,0.46,437.6,0.34,350.59,ACE/DSCOVR,0,0,BELOW
2026-01-04 09:19:00.000,0.1109,5.5414,pre,0.12,385.9,1.18,343.92,ACE/DSCOVR,0,0,BELOW
2026-01-04 10:20:00.000,0.1081,1.9199,post-storm,0.3,392.5,1.83,1.5,ACE/DSCOVR,0,0,BELOW
2026-01-04 11:19:00.000,0.1114,4.4942,pre,0.36,415.4,2.51,326.68,ACE/DSCOVR,0,0,BELOW
2026-01-04 12:20:00.000,0.1166,0.8727,pre,0.19,427.9,1.51,323.88,ACE/DSCOVR,0,0,BELOW
2026-01-04 13:20:00.000,0.1278,3.4907,pre,0.07,454.7,2.27,305.03,ACE/DSCOVR,0,0,BELOW
2026-01-04 14:20:00.000,0.1257,6.1087,pre,0.08,449.7,1.85,295.7,ACE/DSCOVR,0,0,BELOW
2026-01-04 15:19:00.000,0.1233,2.3998,pre,0.04,443.9,3.6,275.05,ACE/DSCOVR,0,0,BELOW
2026-01-04 16:20:00.000,0.1269,5.0615,pre,0.25,452.6,4.47,332.52,ACE/DSCOVR,0,0,BELOW
2026-01-04 17:19:00.000,0.1271,1.3526,pre,0.12,453.0,2.23,337.6,ACE/DSCOVR,0,0,BELOW
2026-01-04 18:21:00.000,0.15,4.0579,pre,,,-3.33,193.37,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-04 19:19:00.000,0.1219,0.3054,pre,0.89,440.6,-2.72,227.09,ACE/DSCOVR,0,0,BELOW
2026-01-04 20:21:00.000,0.1263,3.0107,pre,0.57,451.1,-2.1,250.56,ACE/DSCOVR,0,0,BELOW
2026-01-04 21:17:00.000,0.1391,5.4542,pre,1.3,481.8,-5.74,258.65,ACE/DSCOVR,0,0,BELOW
2026-01-04 22:17:00.000,0.1322,1.789,pre,1.25,465.3,-6.95,242.23,ACE/DSCOVR,0,0,BELOW
2026-01-04 23:17:00.000,0.1315,4.407,pre,0.86,463.7,-7.38,238.26,ACE/DSCOVR,0,0,BELOW
2026-01-05 00:41:00.000,0.1284,1.789,pre,2.47,456.2,5.38,29.3,ACE/DSCOVR,0,0,BELOW
2026-01-05 01:48:00.000,0.1087,4.7124,post-storm,0.88,445.9,,,ACE/DSCOVR,0,0,BELOW
2026-01-05 04:36:00.000,0.15,5.7596,pre,,,-9.34,55.36,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-05 06:20:00.000,0.15,4.0143,pre,,,-7.46,45.25,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-05 07:20:00.000,0.15,0.3491,pre,,,-5.48,73.5,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-05 08:20:00.000,0.15,2.9671,pre,,,-3.41,275.16,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-05 09:20:00.000,0.1095,5.5851,pre,2.17,410.8,-6.44,280.91,ACE/DSCOVR,0,0,BELOW
2026-01-05 10:21:00.000,0.1094,1.9635,pre,2.59,410.5,-3.52,275.28,ACE/DSCOVR,0,0,BELOW
2026-01-05 11:20:00.000,0.0858,4.5379,pre,4.3,418.0,-6.89,305.32,ACE/DSCOVR,0,0,BELOW
2026-01-05 12:23:00.000,0.1132,1.0036,pre,1.47,419.8,-6.26,270.97,ACE/DSCOVR,0,0,BELOW
2026-01-05 13:27:00.000,0.1093,3.7961,pre,0.53,410.3,-1.62,281.54,ACE/DSCOVR,0,0,BELOW
2026-01-05 14:18:00.000,0.1172,6.0214,pre,1.52,429.4,-2.06,251.51,ACE/DSCOVR,0,0,BELOW
2026-01-05 15:21:00.000,0.1307,2.4871,pre,0.19,461.7,-1.49,289.79,ACE/DSCOVR,0,0,BELOW
2026-01-05 16:21:00.000,0.1081,5.1051,pre,1.83,392.5,-5.59,292.91,ACE/DSCOVR,0,0,BELOW
2026-01-05 17:20:00.000,0.15,1.3963,pre,,,-3.62,301.78,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-05 18:20:00.000,0.1139,4.0143,pre,0.29,421.3,-1.92,281.53,ACE/DSCOVR,0,0,BELOW
2026-01-05 19:20:00.000,0.092,0.3491,pre,4.18,376.9,-4.35,310.95,ACE/DSCOVR,0,0,BELOW
2026-01-05 20:19:00.000,0.1087,2.9234,pre,0.24,408.8,0.26,270.81,ACE/DSCOVR,0,0,BELOW
2026-01-05 21:19:00.000,0.1038,5.5414,pre,3.54,399.6,1.58,267.51,ACE/DSCOVR,0,0,BELOW
2026-01-05 22:20:00.000,0.1071,1.9199,pre,1.02,395.0,-2.88,301.69,ACE/DSCOVR,0,0,BELOW
2026-01-05 23:20:00.000,0.1181,4.5379,pre,1.46,368.5,-3.49,323.98,ACE/DSCOVR,0,0,BELOW
2026-01-06 00:39:00.000,0.1182,1.7017,pre,1.39,368.3,-3.68,337.58,ACE/DSCOVR,0,0,BELOW
2026-01-06 01:48:00.000,0.1205,4.7124,pre,2.03,362.7,-2.74,356.11,ACE/DSCOVR,0,0,BELOW
2026-01-06 02:51:00.000,0.1199,1.1781,pre,2.33,364.3,-4.28,341.25,ACE/DSCOVR,0,0,BELOW
2026-01-06 03:43:00.000,0.1167,3.447,pre,0.82,371.9,-2.48,312.68,ACE/DSCOVR,0,0,BELOW
2026-01-06 04:24:00.000,0.1105,5.236,pre,0.26,386.9,-1.93,304.22,ACE/DSCOVR,0,0,BELOW
2026-01-06 05:20:00.000,0.1227,1.3963,pre,2.31,357.4,-2.49,356.53,ACE/DSCOVR,0,0,BELOW
2026-01-06 06:20:00.000,0.1232,4.0143,pre,2.04,356.4,-2.4,356.01,ACE/DSCOVR,0,0,BELOW
2026-01-06 07:20:00.000,0.1245,0.3491,pre,2.55,353.1,-2.69,16.01,ACE/DSCOVR,0,0,BELOW
2026-01-06 08:21:00.000,0.1185,3.0107,post-storm,2.21,367.7,-3.38,6.62,ACE/DSCOVR,0,0,BELOW
2026-01-06 09:20:00.000,0.1151,5.5851,pre,0.06,375.8,-2.76,260.64,ACE/DSCOVR,0,0,BELOW
2026-01-06 10:20:00.000,0.1126,1.9199,pre,0.05,381.7,-2.46,259.83,ACE/DSCOVR,0,0,BELOW
2026-01-06 11:20:00.000,0.1165,4.5379,pre,0.02,372.5,-0.95,264.54,ACE/DSCOVR,0,0,BELOW
2026-01-06 12:23:00.000,0.15,1.0036,pre,,,-0.21,234.56,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-06 13:23:00.000,0.1123,3.6216,pre,10.76,382.4,2.05,218.15,ACE/DSCOVR,0,0,BELOW
2026-01-06 14:20:00.000,0.112,6.1087,pre,12.37,383.1,1.21,216.17,ACE/DSCOVR,0,0,BELOW
2026-01-06 15:20:00.000,0.1142,2.4435,pre,10.78,377.8,1.97,223.61,ACE/DSCOVR,0,0,BELOW
2026-01-06 16:21:00.000,0.1212,5.1051,pre,2.9,361.2,3.95,243.51,ACE/DSCOVR,0,0,BELOW
2026-01-06 17:20:00.000,0.1186,1.3963,pre,9.04,367.3,2.81,265.29,ACE/DSCOVR,0,0,BELOW
2026-01-06 18:21:00.000,0.15,4.0579,pre,,,3.49,267.76,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-06 19:17:00.000,0.1286,0.2182,pre,2.75,343.4,3.26,342.34,ACE/DSCOVR,0,0,BELOW
2026-01-06 20:21:00.000,0.15,3.0107,pre,,,3.86,320.76,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-06 21:20:00.000,0.1273,5.5851,pre,3.32,346.5,3.06,291.99,ACE/DSCOVR,0,0,BELOW
2026-01-07 02:50:00.000,0.15,1.1345,pre,,,5.35,226.47,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-07 03:41:00.000,0.15,3.3598,pre,,,-0.48,315.38,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-07 04:24:00.000,0.15,5.236,pre,,,2.04,295.36,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-07 05:20:00.000,0.15,1.3963,pre,,,5.18,287.21,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-07 09:18:00.000,0.15,5.4978,pre,,,3.53,303.21,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-07 10:21:00.000,0.1305,1.9635,pre,3.0,338.7,1.88,328.95,ACE/DSCOVR,0,0,BELOW
2026-01-07 11:20:00.000,0.1367,4.5379,pre,3.29,324.0,3.02,324.17,ACE/DSCOVR,0,0,BELOW
2026-01-07 12:22:00.000,0.1276,0.9599,pre,2.7,345.7,0.43,343.75,ACE/DSCOVR,0,0,BELOW
2026-01-07 13:25:00.000,0.1195,3.7088,pre,4.02,323.5,-0.87,316.0,ACE/DSCOVR,0,0,BELOW
2026-01-07 14:20:00.000,0.114,6.1087,pre,6.03,340.7,-2.75,301.11,ACE/DSCOVR,0,0,BELOW
2026-01-07 15:19:00.000,0.0956,2.3998,pre,5.39,333.7,-1.69,301.71,ACE/DSCOVR,0,0,BELOW
2026-01-07 16:21:00.000,0.135,5.1051,pre,3.13,328.0,-1.39,295.11,ACE/DSCOVR,0,0,BELOW
2026-01-07 17:20:00.000,0.1303,1.3963,pre,7.15,339.2,-4.49,287.63,ACE/DSCOVR,0,0,BELOW
2026-01-07 18:20:00.000,0.0995,4.0143,pre,4.35,345.1,-3.8,289.06,ACE/DSCOVR,0,0,BELOW
2026-01-07 19:20:00.000,0.0888,0.3491,pre,4.75,338.9,-3.04,289.42,ACE/DSCOVR,0,0,BELOW
2026-01-07 20:21:00.000,0.1281,3.0107,pre,6.99,344.5,-3.99,280.99,ACE/DSCOVR,0,0,BELOW
2026-01-07 21:20:00.000,0.0902,5.5851,pre,5.42,349.1,-6.78,284.96,ACE/DSCOVR,0,0,BELOW
2026-01-07 22:20:00.000,0.1254,1.9199,pre,8.13,351.1,-6.13,270.84,ACE/DSCOVR,0,0,BELOW
2026-01-07 23:20:00.000,0.1263,4.5379,pre,7.0,349.0,-7.19,260.18,ACE/DSCOVR,0,0,BELOW
2026-01-08 00:39:00.000,0.0921,1.7017,pre,4.42,357.3,-7.87,291.13,ACE/DSCOVR,0,0,BELOW
2026-01-08 01:49:00.000,0.1246,4.756,pre,6.63,352.9,-9.79,290.49,ACE/DSCOVR,0,0,BELOW
2026-01-08 02:52:00.000,0.1076,1.2217,pre,6.1,361.7,-8.59,294.71,ACE/DSCOVR,0,0,BELOW
2026-01-08 03:44:00.000,0.1187,3.4907,pre,18.61,367.0,-1.59,120.98,ACE/DSCOVR,0,0,BELOW
2026-01-08 04:24:00.000,0.118,5.236,pre,22.17,368.9,-4.85,96.74,ACE/DSCOVR,0,0,BELOW
2026-01-08 05:20:00.000,0.1151,1.3963,pre,7.06,375.8,-9.45,104.33,ACE/DSCOVR,0,0,BELOW
2026-01-08 06:20:00.000,0.1207,4.0143,pre,9.33,362.4,-7.06,116.13,ACE/DSCOVR,0,0,BELOW
2026-01-08 07:20:00.000,0.1007,0.3491,pre,4.17,356.7,5.85,306.02,ACE/DSCOVR,0,0,BELOW
2026-01-08 08:19:00.000,0.1157,2.9234,pre,6.45,370.3,0.75,298.12,ACE/DSCOVR,0,0,BELOW
2026-01-08 09:20:00.000,0.0716,5.5851,pre,4.66,387.3,-0.83,316.41,ACE/DSCOVR,0,0,BELOW
2026-01-08 10:20:00.000,0.1111,1.9199,pre,7.75,385.4,0.92,311.01,ACE/DSCOVR,0,0,BELOW
2026-01-08 11:19:00.000,0.1108,4.4942,pre,8.64,386.1,0.29,311.41,ACE/DSCOVR,0,0,BELOW
2026-01-08 12:22:00.000,0.15,0.9599,pre,,,3.13,317.38,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-08 13:25:00.000,0.1126,3.7088,pre,7.21,381.8,5.32,312.68,ACE/DSCOVR,0,0,BELOW
2026-01-08 14:20:00.000,0.1156,6.1087,pre,7.64,374.5,7.95,331.68,ACE/DSCOVR,0,0,BELOW
2026-01-08 15:21:00.000,0.11,2.4871,pre,9.46,388.1,5.83,314.54,ACE/DSCOVR,0,0,BELOW
2026-01-08 16:19:00.000,0.1055,5.0178,pre,2.99,398.8,-1.17,321.31,ACE/DSCOVR,0,0,BELOW
2026-01-08 17:20:00.000,0.1106,1.3963,pre,3.58,419.9,3.65,314.21,ACE/DSCOVR,0,0,BELOW
2026-01-08 18:20:00.000,0.084,4.0143,pre,5.48,431.3,-0.37,324.34,ACE/DSCOVR,0,0,BELOW
2026-01-08 19:20:00.000,0.1093,0.3491,pre,6.34,423.2,-3.31,318.62,ACE/DSCOVR,0,0,BELOW
2026-01-08 20:21:00.000,0.0376,3.0107,post-storm,5.45,416.1,,,ACE/DSCOVR,0,0,BELOW
2026-01-08 21:20:00.000,0.0602,5.5851,post-storm,3.93,402.8,,,ACE/DSCOVR,0,0,BELOW
2026-01-08 22:20:00.000,0.0865,1.9199,pre,5.77,414.1,-2.99,333.74,ACE/DSCOVR,0,0,BELOW
2026-01-08 23:17:00.000,0.1085,4.407,pre,6.43,414.1,-9.32,277.3,ACE/DSCOVR,0,0,BELOW
2026-01-09 00:37:00.000,0.0783,1.6144,pre,5.49,416.8,-7.22,254.82,ACE/DSCOVR,0,0,BELOW
2026-01-09 01:48:00.000,0.0722,4.7124,pre,5.28,418.9,-4.57,242.11,ACE/DSCOVR,0,0,BELOW
2026-01-09 02:49:00.000,0.1044,1.0908,pre,6.44,403.3,-1.54,297.58,ACE/DSCOVR,0,0,BELOW
2026-01-09 03:41:00.000,0.1068,3.3598,pre,8.6,404.3,-0.98,305.23,ACE/DSCOVR,0,0,BELOW
2026-01-09 10:18:00.000,0.15,1.8326,pre,,,0.07,317.86,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-09 11:20:00.000,0.1046,4.5379,pre,4.94,514.2,0.33,315.53,ACE/DSCOVR,0,0,BELOW
2026-01-09 12:23:00.000,0.1089,1.0036,pre,5.15,517.4,2.71,321.83,ACE/DSCOVR,0,0,BELOW
2026-01-09 13:25:00.000,0.1079,3.7088,pre,4.66,499.7,-0.5,318.37,ACE/DSCOVR,0,0,BELOW
2026-01-09 14:20:00.000,0.1151,6.1087,pre,4.28,486.7,4.2,312.07,ACE/DSCOVR,0,0,BELOW
2026-01-09 15:20:00.000,0.1302,2.4435,pre,2.56,460.4,10.13,304.33,ACE/DSCOVR,0,0,BELOW
2026-01-09 16:22:00.000,0.1287,5.1487,pre,2.46,456.9,-1.21,324.8,ACE/DSCOVR,0,0,BELOW
2026-01-09 17:20:00.000,0.15,1.3963,pre,3.35,509.1,1.65,325.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-09 18:21:00.000,0.1418,4.0579,pre,3.0,488.4,-2.74,353.77,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-09 19:20:00.000,0.1474,0.3491,pre,3.29,501.7,-5.08,295.81,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-09 21:20:00.000,0.15,5.5851,pre,,,-0.15,356.74,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-09 22:20:00.000,0.096,1.9199,pre,5.19,483.2,0.52,345.85,ACE/DSCOVR,0,0,BELOW
2026-01-09 23:20:00.000,0.1115,4.5379,pre,4.3,479.6,-1.48,324.71,ACE/DSCOVR,0,0,BELOW
2026-01-10 00:38:00.000,0.1021,1.6581,pre,4.6,481.0,2.47,279.58,ACE/DSCOVR,0,0,BELOW
2026-01-10 01:50:00.000,0.1466,4.7997,pre,6.6,499.8,4.94,233.86,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-10 02:49:00.000,0.1344,1.0908,pre,6.65,470.6,-8.35,302.12,ACE/DSCOVR,0,0,BELOW
2026-01-10 03:39:00.000,0.0921,3.2725,pre,5.12,479.5,2.77,260.67,ACE/DSCOVR,0,0,BELOW
2026-01-10 04:21:00.000,0.0907,5.1051,pre,4.85,473.8,-8.09,290.02,ACE/DSCOVR,0,0,BELOW
2026-01-10 05:20:00.000,0.1224,1.3963,pre,3.86,470.6,1.87,339.91,ACE/DSCOVR,0,0,BELOW
2026-01-10 06:20:00.000,0.1134,4.0143,pre,4.25,480.1,-4.05,284.68,ACE/DSCOVR,0,0,BELOW
2026-01-10 07:19:00.000,0.0903,0.3054,pre,4.92,478.3,-6.43,267.65,ACE/DSCOVR,0,0,BELOW
2026-01-10 08:19:00.000,0.0976,2.9234,pre,4.68,476.6,-6.07,74.4,ACE/DSCOVR,0,0,BELOW
2026-01-10 09:20:00.000,0.1417,5.5851,pre,3.4,488.0,-2.58,274.57,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-10 10:20:00.000,0.1353,1.9199,pre,2.82,472.6,-3.05,291.61,ACE/DSCOVR,0,0,BELOW
2026-01-10 11:20:00.000,0.1345,4.5379,post-storm,3.4,482.0,-8.03,6.36,ACE/DSCOVR,0,0,BELOW
2026-01-10 12:23:00.000,0.1318,1.0036,pre,3.21,464.3,-4.89,23.56,ACE/DSCOVR,0,0,BELOW
2026-01-10 13:20:00.000,0.0931,3.4907,pre,5.09,484.3,-4.62,50.42,ACE/DSCOVR,0,0,BELOW
2026-01-10 14:20:00.000,0.135,6.1087,pre,3.46,471.9,-6.14,59.66,ACE/DSCOVR,0,0,BELOW
2026-01-10 16:19:00.000,0.1309,5.0178,pre,8.11,462.1,-7.17,22.16,ACE/DSCOVR,0,0,BELOW
2026-01-10 17:19:00.000,0.1366,1.3526,pre,7.73,475.8,-6.25,286.04,ACE/DSCOVR,0,0,BELOW
2026-01-10 18:20:00.000,0.1127,4.0143,pre,5.83,472.0,-6.39,50.86,ACE/DSCOVR,0,0,BELOW
2026-01-10 19:20:00.000,0.15,0.3491,pre,,,-3.3,20.37,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-10 20:21:00.000,0.094,3.0107,pre,5.28,613.5,,,ACE/DSCOVR,0,0,BELOW
2026-01-10 21:19:00.000,0.15,5.5414,pre,8.95,560.8,-8.87,160.28,ACE/DSCOVR,1,0,AT_BOUNDARY
