OVATION Prime (2013 Version) 
Model_Run Time: 2025-12-26 16:05:00
Observation Time: 2025-12-26 15:56:00
Forecast Time:    2025-12-26 16:53:12
Hemispheric Power:     28.6
Forecast Kp:   3
 Local_time   Lat_mag       je_diff     je_mono     je_wav      je_ions 
 1.0000e-03   -5.0001e+01  2.6143e-02  5.9640e-04  7.7175e-05  1.0454e-02 
 1.0000e-03   -5.0501e+01  2.5664e-02  4.1111e-04  3.7477e-05  1.1452e-02 
 1.0000e-03   -5.1001e+01  2.5649e-02  3.0949e-04  1.6301e-05  1.2291e-02 
 1.0000e-03   -5.1501e+01  2.6313e-02  2.7606e-04  6.3465e-06  1.3026e-02 
 1.0000e-03   -5.2001e+01  2.7919e-02  2.9409e-04  2.2116e-06  1.3762e-02 
 1.0000e-03   -5.2501e+01  3.0756e-02  3.5055e-04  6.8987e-07  1.4637e-02 
 1.0000e-03   -5.3001e+01  3.5102e-02  4.3553e-04  1.9225e-07  1.5800e-02 
 1.0000e-03   -5.3501e+01  4.1169e-02  5.4031e-04  9.5323e-10  1.7400e-02 
 1.0000e-03   -5.4001e+01  4.9140e-02  6.5873e-04  3.5769e-06  1.9570e-02 
 1.0000e-03   -5.4501e+01  5.9307e-02  7.9468e-04  1.4995e-05  2.2421e-02 
 1.0000e-03   -5.5001e+01  7.2335e-02  9.6566e-04  5.2827e-05  2.6046e-02 
 1.0000e-03   -5.5501e+01  8.9481e-02  1.2187e-03  1.6313e-04  3.0536e-02 
 1.0000e-03   -5.6001e+01  1.1259e-01  1.6362e-03  4.4609e-04  3.5994e-02 
 1.0000e-03   -5.6501e+01  1.4373e-01  2.3502e-03  1.1038e-03  4.2552e-02 
 1.0000e-03   -5.7001e+01  1.8463e-01  3.5596e-03  2.4743e-03  5.0372e-02 
 1.0000e-03   -5.7501e+01  2.3615e-01  5.5459e-03  5.0526e-03  5.9645e-02 
 1.0000e-03   -5.8001e+01  2.9822e-01  8.6706e-03  9.4375e-03  7.0593e-02 
 1.0000e-03   -5.8501e+01  3.7020e-01  1.3335e-02  1.6213e-02  8.3491e-02 
 1.0000e-03   -5.9001e+01  4.5158e-01  1.9882e-02  2.5769e-02  9.8696e-02 
 1.0000e-03   -5.9501e+01  5.4240e-01  2.8464e-02  3.8152e-02  1.1667e-01 
 1.0000e-03   -6.0001e+01  6.4322e-01  3.8952e-02  5.3015e-02  1.3794e-01 
 1.0000e-03   -6.0501e+01  7.5462e-01  5.0961e-02  6.9692e-02  1.6296e-01 
 1.0000e-03   -6.1001e+01  8.7637e-01  6.4053e-02  8.7374e-02  1.9191e-01 
 1.0000e-03   -6.1501e+01  1.0065e+00  7.8048e-02  1.0527e-01  2.2443e-01 
 1.0000e-03   -6.2001e+01  1.1408e+00  9.3288e-02  1.2275e-01  2.5946e-01 
 1.0000e-03   -6.2501e+01  1.2725e+00  1.1067e-01  1.3932e-01  2.9521e-01 
 1.0000e-03   -6.3001e+01  1.3926e+00  1.3140e-01  1.5463e-01  3.2937e-01 
 1.0000e-03   -6.3501e+01  1.4915e+00  1.5646e-01  1.6834e-01  3.5942e-01 
 1.0000e-03   -6.4001e+01  1.5600e+00  1.8612e-01  1.8011e-01  3.8296e-01 
 1.0000e-03   -6.4501e+01  1.5916e+00  2.1954e-01  1.8955e-01  3.9804e-01 
 1.0000e-03   -6.5001e+01  1.5834e+00  2.5482e-01  1.9636e-01  4.0337e-01 
 1.0000e-03   -6.5501e+01  1.5366e+00  2.8940e-01  2.0046e-01  3.9852e-01 
 1.0000e-03   -6.6001e+01  1.4566e+00  3.2063e-01  2.0208e-01  3.8404e-01 
 1.0000e-03   -6.6501e+01  1.3512e+00  3.4647e-01  2.0174e-01  3.6137e-01 
 1.0000e-03   -6.7001e+01  1.2300e+00  3.6576e-01  2.0012e-01  3.3270e-01 
 1.0000e-03   -6.7501e+01  1.1021e+00  3.7818e-01  1.9780e-01  3.0058e-01 
 1.0000e-03   -6.8001e+01  9.7513e-01  3.8388e-01  1.9506e-01  2.6749e-01 
 1.0000e-03   -6.8501e+01  8.5466e-01  3.8314e-01  1.9182e-01  2.3542e-01 
 1.0000e-03   -6.9001e+01  7.4376e-01  3.7622e-01  1.8773e-01  2.0573e-01 
 1.0000e-03   -6.9501e+01  6.4372e-01  3.6338e-01  1.8236e-01  1.7909e-01 
 1.0000e-03   -7.0001e+01  5.5464e-01  3.4502e-01  1.7541e-01  1.5566e-01 
 1.0000e-03   -7.0501e+01  4.7607e-01  3.2181e-01  1.6683e-01  1.3529e-01 
 1.0000e-03   -7.1001e+01  4.0738e-01  2.9466e-01  1.5678e-01  1.1769e-01 
 1.0000e-03   -7.1501e+01  3.4786e-01  2.6478e-01  1.4550e-01  1.0250e-01 
 1.0000e-03   -7.2001e+01  2.9669e-01  2.3349e-01  1.3317e-01  8.9353e-02 
 1.0000e-03   -7.2501e+01  2.5287e-01  2.0213e-01  1.1993e-01  7.7926e-02 
 1.0000e-03   -7.3001e+01  2.1523e-01  1.7183e-01  1.0596e-01  6.7937e-02 
 1.0000e-03   -7.3501e+01  1.8264e-01  1.4340e-01  9.1564e-02  5.9170e-02 
 1.0000e-03   -7.4001e+01  1.5417e-01  1.1736e-01  7.7240e-02  5.1485e-02 
 1.0000e-03   -7.4501e+01  1.2930e-01  9.4035e-02  6.3594e-02  4.4795e-02 
 1.0000e-03   -7.5001e+01  1.0787e-01  7.3642e-02  5.1186e-02  3.9055e-02 
 1.0000e-03   -7.5501e+01  8.9901e-02  5.6318e-02  4.0392e-02  3.4230e-02 
 1.0000e-03   -7.6001e+01  7.5366e-02  4.2067e-02  3.1348e-02  3.0276e-02 
 1.0000e-03   -7.6501e+01  6.4044e-02  3.0724e-02  2.3986e-02  2.7123e-02 
 1.0000e-03   -7.7001e+01  5.5503e-02  2.1972e-02  1.8129e-02  2.4661e-02 
 1.0000e-03   -7.7501e+01  4.9197e-02  1.5402e-02  1.3565e-02  2.2756e-02 
 1.0000e-03   -7.8001e+01  4.4581e-02  1.0592e-02  1.0096e-02  2.1268e-02 
 1.0000e-03   -7.8501e+01  4.1193e-02  7.1556e-03  7.5402e-03  2.0074e-02 
 1.0000e-03   -7.9001e+01  3.8686e-02  4.7738e-03  5.7181e-03  1.9085e-02 
 1.0000e-03   -7.9501e+01  3.6817e-02  3.1901e-03  4.4510e-03  1.8238e-02 
 1.0000e-03   -8.0001e+01  3.5421e-02  2.2008e-03  3.5648e-03  1.7495e-02 
 1.0000e-03   -8.0501e+01  3.4396e-02  1.6475e-03  2.9130e-03  1.6829e-02 
 1.0000e-03   -8.1001e+01  3.3688e-02  1.3987e-03  2.3914e-03  1.6223e-02 
 1.0000e-03   -8.1501e+01  3.3282e-02  1.3455e-03  1.9425e-03  1.5673e-02 
 1.0000e-03   -8.2001e+01  3.3185e-02  1.3957e-03  1.5476e-03  1.5187e-02 
 1.0000e-03   -8.2501e+01  3.3391e-02  1.4760e-03  1.2085e-03  1.4778e-02 
 1.0000e-03   -8.3001e+01  3.3852e-02  1.5390e-03  9.3188e-04  1.4462e-02 
 1.0000e-03   -8.3501e+01  3.4467e-02  1.5664e-03  7.1754e-04  1.4246e-02 
 1.0000e-03   -8.4001e+01  3.5098e-02  1.5658e-03  5.5755e-04  1.4132e-02 
 1.0000e-03   -8.4501e+01  3.5602e-02  1.5574e-03  4.3980e-04  1.4111e-02 
 1.0000e-03   -8.5001e+01  3.5883e-02  1.5580e-03  3.5235e-04  1.4166e-02 
 1.0000e-03   -8.5501e+01  3.5911e-02  1.5722e-03  2.8679e-04  1.4261e-02 
 1.0000e-03   -8.6001e+01  3.5739e-02  1.5913e-03  2.3795e-04  1.4338e-02 
 1.0000e-03   -8.6501e+01  3.5478e-02  1.5998e-03  2.0190e-04  1.4308e-02 
 1.0000e-03   -8.7001e+01  3.5280e-02  1.5809e-03  1.7416e-04  1.4061e-02 
 1.0000e-03   -8.7501e+01  3.5304e-02  1.5203e-03  1.4985e-04  1.3485e-02 
 1.0000e-03   -8.8001e+01  3.5697e-02  1.4085e-03  1.2521e-04  1.2503e-02 
 1.0000e-03   -8.8501e+01  3.6549e-02  1.2451e-03  9.9030e-05  1.1110e-02 
 1.0000e-03   -8.9001e+01  3.7839e-02  1.0410e-03  7.2696e-05  9.3948e-03 
 1.0000e-03   -8.9501e+01  3.9401e-02  8.1726e-04  4.8891e-05  7.5220e-03 
 2.5100e-01   -5.0001e+01  2.3572e-02  5.2977e-04  4.1730e-05  9.1725e-03 
 2.5100e-01   -5.0501e+01  2.2575e-02  3.5676e-04  2.0249e-05  1.0009e-02 
 2.5100e-01   -5.1001e+01  2.2126e-02  2.5132e-04  8.8019e-06  1.0734e-02 
 2.5100e-01   -5.1501e+01  2.2448e-02  2.0200e-04  3.4241e-06  1.1397e-02 
 2.5100e-01   -5.2001e+01  2.3782e-02  1.9515e-04  1.1921e-06  1.2089e-02 
 2.5100e-01   -5.2501e+01  2.6367e-02  2.1942e-04  3.7142e-07  1.2928e-02 
 2.5100e-01   -5.3001e+01  3.0415e-02  2.6659e-04  1.0338e-07  1.4049e-02 
 2.5100e-01   -5.3501e+01  3.6076e-02  3.3048e-04  2.3293e-10  1.5586e-02 
 2.5100e-01   -5.4001e+01  4.3467e-02  4.0834e-04  3.3640e-06  1.7663e-02 
 2.5100e-01   -5.4501e+01  5.2838e-02  5.0739e-04  1.3739e-05  2.0373e-02 
 2.5100e-01   -5.5001e+01  6.4847e-02  6.4546e-04  4.8339e-05  2.3786e-02 
 2.5100e-01   -5.5501e+01  8.0809e-02  8.6938e-04  1.4905e-04  2.7954e-02 
 2.5100e-01   -5.6001e+01  1.0269e-01  1.2628e-03  4.0638e-04  3.2945e-02 
 2.5100e-01   -5.6501e+01  1.3273e-01  1.9680e-03  1.0040e-03  3.8864e-02 
 2.5100e-01   -5.7001e+01  1.7283e-01  3.2121e-03  2.2474e-03  4.5874e-02 
 2.5100e-01   -5.7501e+01  2.2397e-01  5.3274e-03  4.5849e-03  5.4192e-02 
 2.5100e-01   -5.8001e+01  2.8610e-01  8.7439e-03  8.5614e-03  6.4096e-02 
 2.5100e-01   -5.8501e+01  3.5859e-01  1.3929e-02  1.4719e-02  7.5923e-02 
 2.5100e-01   -5.9001e+01  4.4085e-01  2.1253e-02  2.3446e-02  9.0083e-02 
 2.5100e-01   -5.9501e+01  5.3288e-01  3.0827e-02  3.4846e-02  1.0705e-01 
 2.5100e-01   -6.0001e+01  6.3529e-01  4.2399e-02  4.8699e-02  1.2732e-01 
 2.5100e-01   -6.0501e+01  7.4875e-01  5.5399e-02  6.4509e-02  1.5129e-01 
 2.5100e-01   -6.1001e+01  8.7320e-01  6.9207e-02  8.1621e-02  1.7908e-01 
 2.5100e-01   -6.1501e+01  1.0070e+00  8.3519e-02  9.9335e-02  2.1034e-01 
 2.5100e-01   -6.2001e+01  1.1460e+00  9.8649e-02  1.1699e-01  2.4408e-01 
 2.5100e-01   -6.2501e+01  1.2836e+00  1.1557e-01  1.3397e-01  2.7870e-01 
 2.5100e-01   -6.3001e+01  1.4107e+00  1.3560e-01  1.4973e-01  3.1211e-01 
 2.5100e-01   -6.3501e+01  1.5171e+00  1.5987e-01  1.6377e-01  3.4199e-01 
 2.5100e-01   -6.4001e+01  1.5931e+00  1.8878e-01  1.7558e-01  3.6605e-01 
 2.5100e-01   -6.4501e+01  1.6314e+00  2.2159e-01  1.8473e-01  3.8235e-01 
 2.5100e-01   -6.5001e+01  1.6282e+00  2.5644e-01  1.9093e-01  3.8949e-01 
 2.5100e-01   -6.5501e+01  1.5844e+00  2.9075e-01  1.9421e-01  3.8687e-01 
 2.5100e-01   -6.6001e+01  1.5051e+00  3.2190e-01  1.9497e-01  3.7480e-01 
 2.5100e-01   -6.6501e+01  1.3981e+00  3.4779e-01  1.9391e-01  3.5454e-01 
 2.5100e-01   -6.7001e+01  1.2734e+00  3.6726e-01  1.9186e-01  3.2810e-01 
 2.5100e-01   -6.7501e+01  1.1406e+00  3.7996e-01  1.8945e-01  2.9791e-01 
 2.5100e-01   -6.8001e+01  1.0080e+00  3.8599e-01  1.8695e-01  2.6636e-01 
 2.5100e-01   -6.8501e+01  8.8175e-01  3.8559e-01  1.8416e-01  2.3543e-01 
 2.5100e-01   -6.9001e+01  7.6549e-01  3.7894e-01  1.8061e-01  2.0649e-01 
 2.5100e-01   -6.9501e+01  6.6081e-01  3.6627e-01  1.7574e-01  1.8027e-01 
 2.5100e-01   -7.0001e+01  5.6795e-01  3.4799e-01  1.6922e-01  1.5702e-01 
 2.5100e-01   -7.0501e+01  4.8646e-01  3.2479e-01  1.6100e-01  1.3667e-01 
 2.5100e-01   -7.1001e+01  4.1564e-01  2.9762e-01  1.5126e-01  1.1901e-01 
 2.5100e-01   -7.1501e+01  3.5468e-01  2.6767e-01  1.4029e-01  1.0373e-01 
 2.5100e-01   -7.2001e+01  3.0262e-01  2.3625e-01  1.2831e-01  9.0495e-02 
 2.5100e-01   -7.2501e+01  2.5830e-01  2.0465e-01  1.1548e-01  7.8977e-02 
 2.5100e-01   -7.3001e+01  2.2035e-01  1.7401e-01  1.0197e-01  6.8898e-02 
 2.5100e-01   -7.3501e+01  1.8745e-01  1.4518e-01  8.8072e-02  6.0045e-02 
 2.5100e-01   -7.4001e+01  1.5854e-01  1.1871e-01  7.4258e-02  5.2280e-02 
 2.5100e-01   -7.4501e+01  1.3305e-01  9.4991e-02  6.1098e-02  4.5522e-02 
 2.5100e-01   -7.5001e+01  1.1087e-01  7.4267e-02  4.9122e-02  3.9724e-02 
 2.5100e-01   -7.5501e+01  9.2113e-02  5.6692e-02  3.8688e-02  3.4848e-02 
 2.5100e-01   -7.6001e+01  7.6866e-02  4.2274e-02  2.9934e-02  3.0846e-02 
 2.5100e-01   -7.6501e+01  6.4976e-02  3.0839e-02  2.2810e-02  2.7640e-02 
 2.5100e-01   -7.7001e+01  5.6040e-02  2.2052e-02  1.7159e-02  2.5124e-02 
 2.5100e-01   -7.7501e+01  4.9499e-02  1.5480e-02  1.2784e-02  2.3168e-02 
 2.5100e-01   -7.8001e+01  4.4772e-02  1.0678e-02  9.4937e-03  2.1636e-02 
 2.5100e-01   -7.8501e+01  4.1357e-02  7.2471e-03  7.1001e-03  2.0407e-02 
 2.5100e-01   -7.9001e+01  3.8871e-02  4.8597e-03  5.4192e-03  1.9389e-02 
 2.5100e-01   -7.9501e+01  3.7042e-02  3.2600e-03  4.2698e-03  1.8517e-02 
 2.5100e-01   -8.0001e+01  3.5686e-02  2.2483e-03  3.4807e-03  1.7748e-02 
 2.5100e-01   -8.0501e+01  3.4690e-02  1.6714e-03  2.9095e-03  1.7049e-02 
 2.5100e-01   -8.1001e+01  3.3993e-02  1.4020e-03  2.4541e-03  1.6403e-02 
 2.5100e-01   -8.1501e+01  3.3580e-02  1.3343e-03  2.0564e-03  1.5804e-02 
 2.5100e-01   -8.2001e+01  3.3455e-02  1.3773e-03  1.6964e-03  1.5263e-02 
 2.5100e-01   -8.2501e+01  3.3615e-02  1.4570e-03  1.3762e-03  1.4801e-02 
 2.5100e-01   -8.3001e+01  3.4016e-02  1.5244e-03  1.1052e-03  1.4436e-02 
 2.5100e-01   -8.3501e+01  3.4558e-02  1.5584e-03  8.8605e-04  1.4178e-02 
 2.5100e-01   -8.4001e+01  3.5107e-02  1.5639e-03  7.1264e-04  1.4027e-02 
 2.5100e-01   -8.4501e+01  3.5524e-02  1.5582e-03  5.7351e-04  1.3972e-02 
 2.5100e-01   -8.5001e+01  3.5708e-02  1.5547e-03  4.5772e-04  1.3987e-02 
 2.5100e-01   -8.5501e+01  3.5624e-02  1.5549e-03  3.5944e-04  1.4037e-02 
 2.5100e-01   -8.6001e+01  3.5307e-02  1.5495e-03  2.7772e-04  1.4060e-02 
 2.5100e-01   -8.6501e+01  3.4834e-02  1.5265e-03  2.1328e-04  1.3975e-02 
 2.5100e-01   -8.7001e+01  3.4303e-02  1.4768e-03  1.6517e-04  1.3677e-02 
 2.5100e-01   -8.7501e+01  3.3805e-02  1.3958e-03  1.2980e-04  1.3064e-02 
 2.5100e-01   -8.8001e+01  3.3417e-02  1.2814e-03  1.0237e-04  1.2066e-02 
 2.5100e-01   -8.8501e+01  3.3188e-02  1.1344e-03  7.8987e-05  1.0680e-02 
 2.5100e-01   -8.9001e+01  3.3123e-02  9.5980e-04  5.7987e-05  8.9905e-03 
 2.5100e-01   -8.9501e+01  3.3164e-02  7.6927e-04  3.9617e-05  7.1552e-03 
 5.0100e-01   -5.0001e+01  2.0972e-02  4.7319e-04  2.0236e-05  7.8037e-03 
 5.0100e-01   -5.0501e+01  1.9416e-02  3.2250e-04  9.8152e-06  8.4196e-03 
 5.0100e-01   -5.1001e+01  1.8467e-02  2.2001e-04  4.2656e-06  8.9742e-03 
 5.0100e-01   -5.1501e+01  1.8346e-02  1.6030e-04  1.6591e-06  9.5142e-03 
 5.0100e-01   -5.2001e+01  1.9253e-02  1.3478e-04  5.7746e-07  1.0116e-02 
 5.0100e-01   -5.2501e+01  2.1366e-02  1.3519e-04  1.7987e-07  1.0875e-02 
 5.0100e-01   -5.3001e+01  2.4830e-02  1.5505e-04  5.0059e-08  1.1902e-02 
 5.0100e-01   -5.3501e+01  2.9739e-02  1.8962e-04  7.1101e-11  1.3313e-02 
 5.0100e-01   -5.4001e+01  3.6184e-02  2.3763e-04  3.0419e-06  1.5213e-02 
 5.0100e-01   -5.4501e+01  4.4416e-02  3.0766e-04  1.2184e-05  1.7687e-02 
 5.0100e-01   -5.5001e+01  5.5126e-02  4.1663e-04  4.2841e-05  2.0789e-02 
 5.0100e-01   -5.5501e+01  6.9683e-02  6.1075e-04  1.3204e-04  2.4564e-02 
 5.0100e-01   -5.6001e+01  9.0132e-02  9.7506e-04  3.5916e-04  2.9064e-02 
 5.0100e-01   -5.6501e+01  1.1881e-01  1.6616e-03  8.8674e-04  3.4389e-02 
 5.0100e-01   -5.7001e+01  1.5772e-01  2.9219e-03  1.9836e-03  4.0696e-02 
 5.0100e-01   -5.7501e+01  2.0792e-01  5.1303e-03  4.0458e-03  4.8216e-02 
 5.0100e-01   -5.8001e+01  2.6944e-01  8.7709e-03  7.5584e-03  5.7253e-02 
 5.0100e-01   -5.8501e+01  3.4169e-01  1.4356e-02  1.3015e-02  6.8176e-02 
 5.0100e-01   -5.9001e+01  4.2408e-01  2.2268e-02  2.0791e-02  8.1418e-02 
 5.0100e-01   -5.9501e+01  5.1666e-01  3.2571e-02  3.1044e-02  9.7451e-02 
 5.0100e-01   -6.0001e+01  6.2005e-01  4.4910e-02  4.3672e-02  1.1673e-01 
 5.0100e-01   -6.0501e+01  7.3503e-01  5.8582e-02  5.8343e-02  1.3959e-01 
 5.0100e-01   -6.1001e+01  8.6170e-01  7.2850e-02  7.4567e-02  1.6611e-01 
 5.0100e-01   -6.1501e+01  9.9859e-01  8.7347e-02  9.1754e-02  1.9594e-01 
 5.0100e-01   -6.2001e+01  1.1419e+00  1.0239e-01  1.0925e-01  2.2820e-01 
 5.0100e-01   -6.2501e+01  1.2850e+00  1.1901e-01  1.2636e-01  2.6149e-01 
 5.0100e-01   -6.3001e+01  1.4189e+00  1.3859e-01  1.4240e-01  2.9394e-01 
 5.0100e-01   -6.3501e+01  1.5329e+00  1.6236e-01  1.5667e-01  3.2345e-01 
 5.0100e-01   -6.4001e+01  1.6167e+00  1.9076e-01  1.6857e-01  3.4789e-01 
 5.0100e-01   -6.4501e+01  1.6621e+00  2.2312e-01  1.7757e-01  3.6532e-01 
 5.0100e-01   -6.5001e+01  1.6649e+00  2.5762e-01  1.8339e-01  3.7426e-01 
 5.0100e-01   -6.5501e+01  1.6253e+00  2.9171e-01  1.8612e-01  3.7394e-01 
 5.0100e-01   -6.6001e+01  1.5479e+00  3.2277e-01  1.8626e-01  3.6444e-01 
 5.0100e-01   -6.6501e+01  1.4407e+00  3.4872e-01  1.8467e-01  3.4682e-01 
 5.0100e-01   -6.7001e+01  1.3136e+00  3.6837e-01  1.8230e-01  3.2288e-01 
 5.0100e-01   -6.7501e+01  1.1769e+00  3.8137e-01  1.7986e-01  2.9488e-01 
 5.0100e-01   -6.8001e+01  1.0394e+00  3.8783e-01  1.7761e-01  2.6510e-01 
 5.0100e-01   -6.8501e+01  9.0796e-01  3.8792e-01  1.7529e-01  2.3549e-01 
 5.0100e-01   -6.9001e+01  7.8674e-01  3.8177e-01  1.7234e-01  2.0742e-01 
 5.0100e-01   -6.9501e+01  6.7768e-01  3.6955e-01  1.6814e-01  1.8170e-01 
 5.0100e-01   -7.0001e+01  5.8121e-01  3.5163e-01  1.6226e-01  1.5867e-01 
 5.0100e-01   -7.0501e+01  4.9691e-01  3.2870e-01  1.5464e-01  1.3836e-01 
 5.0100e-01   -7.1001e+01  4.2402e-01  3.0170e-01  1.4544e-01  1.2063e-01 
 5.0100e-01   -7.1501e+01  3.6163e-01  2.7182e-01  1.3496e-01  1.0523e-01 
 5.0100e-01   -7.2001e+01  3.0866e-01  2.4032e-01  1.2344e-01  9.1858e-02 
 5.0100e-01   -7.2501e+01  2.6378e-01  2.0849e-01  1.1107e-01  8.0208e-02 
 5.0100e-01   -7.3001e+01  2.2547e-01  1.7744e-01  9.8022e-02  7.0002e-02 
 5.0100e-01   -7.3501e+01  1.9224e-01  1.4806e-01  8.4611e-02  6.1035e-02 
 5.0100e-01   -7.4001e+01  1.6290e-01  1.2097e-01  7.1287e-02  5.3171e-02 
 5.0100e-01   -7.4501e+01  1.3685e-01  9.6604e-02  5.8593e-02  4.6335e-02 
 5.0100e-01   -7.5001e+01  1.1399e-01  7.5286e-02  4.7034e-02  4.0475e-02 
 5.0100e-01   -7.5501e+01  9.4512e-02  5.7220e-02  3.6959e-02  3.5547e-02 
 5.0100e-01   -7.6001e+01  7.8599e-02  4.2449e-02  2.8510e-02  3.1492e-02 
 5.0100e-01   -7.6501e+01  6.6163e-02  3.0803e-02  2.1654e-02  2.8226e-02 
 5.0100e-01   -7.7001e+01  5.6827e-02  2.1926e-02  1.6245e-02  2.5643e-02 
 5.0100e-01   -7.7501e+01  5.0025e-02  1.5349e-02  1.2094e-02  2.3617e-02 
 5.0100e-01   -7.8001e+01  4.5149e-02  1.0585e-02  9.0031e-03  2.2020e-02 
 5.0100e-01   -7.8501e+01  4.1661e-02  7.2020e-03  6.7777e-03  2.0736e-02 
 5.0100e-01   -7.9001e+01  3.9147e-02  4.8542e-03  5.2292e-03  1.9675e-02 
 5.0100e-01   -7.9501e+01  3.7313e-02  3.2767e-03  4.1783e-03  1.8769e-02 
 5.0100e-01   -8.0001e+01  3.5963e-02  2.2690e-03  3.4620e-03  1.7971e-02 
 5.0100e-01   -8.0501e+01  3.4976e-02  1.6811e-03  2.9472e-03  1.7241e-02 
 5.0100e-01   -8.1001e+01  3.4288e-02  1.3913e-03  2.5381e-03  1.6558e-02 
 5.0100e-01   -8.1501e+01  3.3876e-02  1.2997e-03  2.1786e-03  1.5914e-02 
 5.0100e-01   -8.2001e+01  3.3739e-02  1.3204e-03  1.8486e-03  1.5323e-02 
 5.0100e-01   -8.2501e+01  3.3867e-02  1.3834e-03  1.5503e-03  1.4807e-02 
 5.0100e-01   -8.3001e+01  3.4211e-02  1.4418e-03  1.2933e-03  1.4390e-02 
 5.0100e-01   -8.3501e+01  3.4672e-02  1.4737e-03  1.0804e-03  1.4086e-02 
 5.0100e-01   -8.4001e+01  3.5120e-02  1.4818e-03  9.0452e-04  1.3893e-02 
 5.0100e-01   -8.4501e+01  3.5421e-02  1.4799e-03  7.5256e-04  1.3799e-02 
 5.0100e-01   -8.5001e+01  3.5486e-02  1.4783e-03  6.1352e-04  1.3775e-02 
 5.0100e-01   -8.5501e+01  3.5281e-02  1.4756e-03  4.8414e-04  1.3782e-02 
 5.0100e-01   -8.6001e+01  3.4828e-02  1.4618e-03  3.6835e-04  1.3762e-02 
 5.0100e-01   -8.6501e+01  3.4173e-02  1.4265e-03  2.7243e-04  1.3637e-02 
 5.0100e-01   -8.7001e+01  3.3360e-02  1.3657e-03  1.9959e-04  1.3311e-02 
 5.0100e-01   -8.7501e+01  3.2410e-02  1.2808e-03  1.4779e-04  1.2688e-02 
 5.0100e-01   -8.8001e+01  3.1335e-02  1.1747e-03  1.1133e-04  1.1700e-02 
 5.0100e-01   -8.8501e+01  3.0145e-02  1.0486e-03  8.3977e-05  1.0344e-02 
 5.0100e-01   -8.9001e+01  2.8869e-02  9.0320e-04  6.1566e-05  8.6965e-03 
 5.0100e-01   -8.9501e+01  2.7546e-02  7.4251e-04  4.2613e-05  6.9047e-03 
 7.5100e-01   -5.0001e+01  1.8574e-02  4.3767e-04  8.7895e-06  6.4538e-03 
 7.5100e-01   -5.0501e+01  1.6474e-02  3.1023e-04  4.2608e-06  6.8205e-03 
 7.5100e-01   -5.1001e+01  1.5013e-02  2.1208e-04  1.8514e-06  7.1691e-03 
 7.5100e-01   -5.1501e+01  1.4401e-02  1.4447e-04  7.1998e-07  7.5484e-03 
 7.5100e-01   -5.2001e+01  1.4795e-02  1.0462e-04  2.5056e-07  8.0211e-03 
 7.5100e-01   -5.2501e+01  1.6300e-02  8.7717e-05  7.8033e-08  8.6594e-03 
 7.5100e-01   -5.3001e+01  1.8995e-02  8.8759e-05  2.1715e-08  9.5460e-03 
 7.5100e-01   -5.3501e+01  2.2936e-02  1.0351e-04  1.9482e-11  1.0771e-02 
 7.5100e-01   -5.4001e+01  2.8215e-02  1.3077e-04  2.6606e-06  1.2422e-02 
 7.5100e-01   -5.4501e+01  3.5127e-02  1.7914e-04  1.0581e-05  1.4576e-02 
 7.5100e-01   -5.5001e+01  4.4422e-02  2.6390e-04  3.7206e-05  1.7292e-02 
 7.5100e-01   -5.5501e+01  5.7522e-02  4.3025e-04  1.1477e-04  2.0624e-02 
 7.5100e-01   -5.6001e+01  7.6504e-02  7.6385e-04  3.1176e-04  2.4638e-02 
 7.5100e-01   -5.6501e+01  1.0373e-01  1.4233e-03  7.6989e-04  2.9442e-02 
 7.5100e-01   -5.7001e+01  1.4123e-01  2.6762e-03  1.7227e-03  3.5195e-02 
 7.5100e-01   -5.7501e+01  1.9013e-01  4.9239e-03  3.5156e-03  4.2122e-02 
 7.5100e-01   -5.8001e+01  2.5055e-01  8.6814e-03  6.5746e-03  5.0521e-02 
 7.5100e-01   -5.8501e+01  3.2196e-01  1.4482e-02  1.1341e-02  6.0757e-02 
 7.5100e-01   -5.9001e+01  4.0388e-01  2.2701e-02  1.8170e-02  7.3255e-02 
 7.5100e-01   -5.9501e+01  4.9642e-01  3.3365e-02  2.7247e-02  8.8465e-02 
 7.5100e-01   -6.0001e+01  6.0027e-01  4.6051e-02  3.8560e-02  1.0680e-01 
 7.5100e-01   -6.0501e+01  7.1629e-01  5.9994e-02  5.1916e-02  1.2855e-01 
 7.5100e-01   -6.1001e+01  8.4473e-01  7.4416e-02  6.6977e-02  1.5375e-01 
 7.5100e-01   -6.1501e+01  9.8430e-01  8.8946e-02  8.3274e-02  1.8209e-01 
 7.5100e-01   -6.2001e+01  1.1314e+00  1.0392e-01  1.0021e-01  2.1280e-01 
 7.5100e-01   -6.2501e+01  1.2796e+00  1.2038e-01  1.1705e-01  2.4467e-01 
 7.5100e-01   -6.3001e+01  1.4197e+00  1.3972e-01  1.3302e-01  2.7607e-01 
 7.5100e-01   -6.3501e+01  1.5409e+00  1.6316e-01  1.4732e-01  3.0513e-01 
 7.5100e-01   -6.4001e+01  1.6323e+00  1.9113e-01  1.5921e-01  3.2984e-01 
 7.5100e-01   -6.4501e+01  1.6850e+00  2.2300e-01  1.6814e-01  3.4830e-01 
 7.5100e-01   -6.5001e+01  1.6941e+00  2.5700e-01  1.7377e-01  3.5895e-01 
