time,F,B,baseline,chi
2024-05-10T00:00:00.000Z,51312.699,51312.699,51315.38825138889,5.240633425035071e-05
2024-05-10T00:01:00.000Z,51312.644,51312.644,51315.38171567268,5.335078062653521e-05
2024-05-10T00:02:00.000Z,51312.628,51312.628,51315.37513157895,5.353427840891122e-05
2024-05-10T00:03:00.000Z,51312.772,51312.772,51315.36820055325,5.059304150566785e-05
2024-05-10T00:04:00.000Z,51312.748,51312.748,51315.3613839779,5.0927907500140385e-05
2024-05-10T00:05:00.000Z,51312.932,51312.932,51315.35464551724,4.721092807357075e-05
2024-05-10T00:06:00.000Z,51312.992,51312.992,51315.34793112947,4.5910847815663376e-05
2024-05-10T00:07:00.000Z,51313.16,51313.16,51315.34121870701,4.25061717452794e-05
2024-05-10T00:08:00.000Z,51313.183,51313.183,51315.33461126374,4.192920654302372e-05
2024-05-10T00:09:00.000Z,51313.222,51313.222,51315.32824279835,4.104510037202038e-05
2024-05-10T00:10:00.000Z,51313.32,51313.32,51315.32177671233,3.900933762119707e-05
2024-05-10T00:11:00.000Z,51313.242,51313.242,51315.315240766075,4.040198830210374e-05
2024-05-10T00:12:00.000Z,51313.308,51313.308,51315.30843306011,3.8983163527596394e-05
2024-05-10T00:13:00.000Z,51313.55,51313.55,51315.301523874485,3.4132584676851074e-05
2024-05-10T00:14:00.000Z,51313.82,51313.82,51315.29459536785,2.8735981727821542e-05
2024-05-10T00:15:00.000Z,51313.936,51313.936,51315.287495238095,2.6337087913990356e-05
2024-05-10T00:16:00.000Z,51313.732,51313.732,51315.28036005435,3.0173469646481963e-05
2024-05-10T00:17:00.000Z,51313.824,51313.824,51315.27302578019,2.8237709647576482e-05
2024-05-10T00:18:00.000Z,51314.084,51314.084,51315.26550406504,2.3024416875448527e-05
2024-05-10T00:19:00.000Z,51314.124,51314.124,51315.25794451962,2.2097609269343678e-05
2024-05-10T00:20:00.000Z,51314.176,51314.176,51315.25017297297,2.0932821516993252e-05
2024-05-10T00:21:00.000Z,51314.052,51314.052,51315.2423117409,2.3196065871881168e-05
2024-05-10T00:22:00.000Z,51314.06,51314.06,51315.23442452831,2.2886469125244426e-05
2024-05-10T00:23:00.000Z,51313.949,51313.949,51315.226411843876,2.4893427023460683e-05
2024-05-10T00:24:00.000Z,51313.949,51313.949,51315.21832795699,2.4735897036905534e-05
2024-05-10T00:25:00.000Z,51313.812,51313.812,51315.21010469798,2.724542479958571e-05
2024-05-10T00:26:00.000Z,51313.574,51313.574,51315.202010723864,3.172570037867788e-05
2024-05-10T00:27:00.000Z,51313.503,51313.503,51315.194061579656,3.295440289340789e-05
2024-05-10T00:28:00.000Z,51313.376,51313.376,51315.18586631016,3.526960449637557e-05
2024-05-10T00:29:00.000Z,51313.412,51313.412,51315.17731909212,3.440150038163561e-05
2024-05-10T00:30:00.000Z,51313.196,51313.196,51315.168778666666,3.8444356973113585e-05
2024-05-10T00:31:00.000Z,51313.148,51313.148,51315.159978695076,3.920827092636626e-05
2024-05-10T00:32:00.000Z,51313.028,51313.028,51315.151183510636,4.137537280255684e-05
2024-05-10T00:33:00.000Z,51312.844,51312.844,51315.14259893758,4.479377472544934e-05
2024-05-10T00:34:00.000Z,51312.68,51312.68,51315.13409416446,4.7823984245189215e-05
2024-05-10T00:35:00.000Z,51312.248,51312.248,51315.12581324503,5.6081188527238844e-05
2024-05-10T00:36:00.000Z,51312.066,51312.066,51315.1175026455,5.946595845456046e-05
2024-05-10T00:37:00.000Z,51311.746,51311.746,51315.109025099075,6.553674274433571e-05
2024-05-10T00:38:00.000Z,51311.644,51311.644,51315.10040633246,6.735651504311026e-05
2024-05-10T00:39:00.000Z,51311.878,51311.878,51315.09158893281,6.262463601460146e-05
2024-05-10T00:40:00.000Z,51312.882,51312.882,51315.082805263155,4.2888077790093885e-05
2024-05-10T00:41:00.000Z,51314.406,51314.406,51315.07416031537,1.3020741493674201e-05
2024-05-10T00:42:00.000Z,51315.429,51315.429,51315.06557480315,7.082231948377301e-06
2024-05-10T00:43:00.000Z,51316.34,51316.34,51315.05694888598,2.5003404269785353e-05
2024-05-10T00:44:00.000Z,51316.88,51316.88,51315.048324607335,3.569470267427424e-05
2024-05-10T00:45:00.000Z,51316.912,51316.912,51315.0396875817,3.64866212652938e-05
2024-05-10T00:46:00.000Z,51316.828,51316.828,51315.031180156664,3.501546821688599e-05
2024-05-10T00:47:00.000Z,51316.812,51316.812,51315.022822685794,3.486654035770443e-05
2024-05-10T00:48:00.000Z,51317.036,51317.036,51315.01462369791,3.939151760767403e-05
2024-05-10T00:49:00.000Z,51317.412,51317.412,51315.006634590376,4.6874502555343435e-05
2024-05-10T00:50:00.000Z,51317.652,51317.652,51314.999010389605,5.1700081098305646e-05
2024-05-10T00:51:00.000Z,51317.785,51317.785,51314.99172503242,5.44338968726629e-05
2024-05-10T00:52:00.000Z,51317.761,51317.761,51314.98458549223,5.410533648590695e-05
2024-05-10T00:53:00.000Z,51317.656,51317.656,51314.9776248383,5.2194803265540064e-05
2024-05-10T00:54:00.000Z,51317.691,51317.691,51314.97097157622,5.3006527574255326e-05
2024-05-10T00:55:00.000Z,51317.792,51317.792,51314.96445935484,5.510167794044682e-05
2024-05-10T00:56:00.000Z,51318.12,51318.12,51314.95830412371,6.16135329887945e-05
2024-05-10T00:57:00.000Z,51318.328,51318.328,51314.95237065637,6.578256799788363e-05
2024-05-10T00:58:00.000Z,51318.52,51318.52,51314.94649357327,6.963870511247287e-05
2024-05-10T00:59:00.000Z,51318.536,51318.536,51314.941001283696,7.00575435956173e-05
2024-05-10T01:00:00.000Z,51318.72,51318.72,51314.9357474359,7.374563582673365e-05
2024-05-10T01:01:00.000Z,51318.688,51318.688,51314.93082714469,7.321792692198224e-05
2024-05-10T01:02:00.000Z,51318.816,51318.816,51314.92632992328,7.579997390454461e-05
2024-05-10T01:03:00.000Z,51318.884,51318.884,51314.9222375479,7.720488075102294e-05
2024-05-10T01:04:00.000Z,51319.093,51319.093,51314.91865433674,8.134760363511575e-05
2024-05-10T01:05:00.000Z,51319.289,51319.289,51314.91535923567,8.523137442032006e-05
2024-05-10T01:06:00.000Z,51319.398,51319.398,51314.91227099237,8.741570060460172e-05
2024-05-10T01:07:00.000Z,51319.375,51319.375,51314.90974459974,8.701672520685698e-05
2024-05-10T01:08:00.000Z,51319.238,51319.238,51314.90756472081,8.438941985284702e-05
2024-05-10T01:09:00.000Z,51319.304,51319.304,51314.90578580482,8.57102654253527e-05
2024-05-10T01:10:00.000Z,51319.191,51319.191,51314.90464936709,8.353032441932925e-05
2024-05-10T01:11:00.000Z,51319.536,51319.536,51314.90357142857,9.027452550857598e-05
2024-05-10T01:12:00.000Z,51319.464,51319.464,51314.902920454544,8.888411135701057e-05
2024-05-10T01:13:00.000Z,51319.66,51319.66,51314.90230769231,9.27156068458304e-05
2024-05-10T01:14:00.000Z,51319.916,51319.916,51314.90163350126,9.771755063576298e-05
2024-05-10T01:15:00.000Z,51320.416,51320.416,51314.90117232704,0.00010747029706711539
2024-05-10T01:16:00.000Z,51320.76,51320.76,51314.900991206036,0.00011417753285679278
2024-05-10T01:17:00.000Z,51320.764,51320.764,51314.90182559599,0.00011423922087851914
2024-05-10T01:18:00.000Z,51321.22,51321.22,51314.9038320802,0.00012308642223067597
2024-05-10T01:19:00.000Z,51321.531,51321.531,51314.90692866083,0.00012908668719565923
2024-05-10T01:20:00.000Z,51321.765,51321.765,51314.910535,0.00013357647764622975
2024-05-10T01:21:00.000Z,51321.39,51321.39,51314.91415230961,0.0001261981589049695
2024-05-10T01:22:00.000Z,51321.175,51321.175,51314.91770074813,0.00012193918517743275
2024-05-10T01:23:00.000Z,51321.359,51321.359,51314.92124034869,0.0001254559004612821
2024-05-10T01:24:00.000Z,51321.228,51321.228,51314.924955223876,0.00012283063419904648
2024-05-10T01:25:00.000Z,51320.804,51320.804,51314.92879503105,0.00011449309405476099
2024-05-10T01:26:00.000Z,51321.664,51321.664,51314.93246650125,0.00013118079231898129
2024-05-10T01:27:00.000Z,51321.956,51321.956,51314.93627261462,0.00013679696196219527
2024-05-10T01:28:00.000Z,51321.456,51321.456,51314.94016955445,0.00012697725894286578
2024-05-10T01:29:00.000Z,51321.26,51321.26,51314.944410383185,0.00012307505521801549
2024-05-10T01:30:00.000Z,51321.536,51321.536,51314.94878518519,0.0001283683404301407
2024-05-10T01:31:00.000Z,51321.712,51321.712,51314.95325030827,0.00013171111466797446
2024-05-10T01:32:00.000Z,51321.71,51321.71,51314.957626847296,0.00013158684065970585
2024-05-10T01:33:00.000Z,51322.027,51322.027,51314.961865928664,0.00013768175624482976
2024-05-10T01:34:00.000Z,51322.265,51322.265,51314.96598157248,0.00014223956477218998
2024-05-10T01:35:00.000Z,51322.484,51322.484,51314.970474846625,0.00014641975010109342
2024-05-10T01:36:00.000Z,51322.621,51322.621,51314.97510906863,0.00014899921348719103
2024-05-10T01:37:00.000Z,51322.816,51322.816,51314.97973194614,0.0001527091717621254
2024-05-10T01:38:00.000Z,51322.644,51322.644,51314.984788508555,0.00014925876959746858
2024-05-10T01:39:00.000Z,51322.72,51322.72,51314.99015506716,0.00015063522197872388
2024-05-10T01:40:00.000Z,51322.748,51322.748,51314.99589878049,0.0001510689240782111
2024-05-10T01:41:00.000Z,51322.824,51322.824,51315.00157978075,0.00015243924736295237
2024-05-10T01:42:00.000Z,51323.192,51323.192,51315.00737956204,0.0001594975983813561
2024-05-10T01:43:00.000Z,51322.928,51322.928,51315.01304617254,0.00015424245961578588
2024-05-10T01:44:00.000Z,51322.704,51322.704,51315.01880339806,0.00014976505477631443
2024-05-10T01:45:00.000Z,51322.756,51322.756,51315.02497818182,0.00015065805427295648
2024-05-10T01:46:00.000Z,51322.68,51322.68,51315.031152542375,0.00014905666596767565
2024-05-10T01:47:00.000Z,51322.492,51322.492,51315.03742442564,0.00014527078120792473
2024-05-10T01:48:00.000Z,51322.335,51322.335,51315.04397826087,0.00014208351340829942
2024-05-10T01:49:00.000Z,51322.074,51322.074,51315.050328106154,0.00013687352636190984
2024-05-10T01:50:00.000Z,51322.132,51322.132,51315.05656144579,0.00013788231034564394
2024-05-10T01:51:00.000Z,51321.96,51321.96,51315.063237063776,0.0001344003592933674
2024-05-10T01:52:00.000Z,51321.832,51321.832,51315.07005048077,0.0001317731713623675
2024-05-10T01:53:00.000Z,51321.772,51321.772,51315.07666986794,0.00013047491237570572
2024-05-10T01:54:00.000Z,51321.788,51321.788,51315.08273621103,0.0001306684785726808
2024-05-10T01:55:00.000Z,51321.536,51321.536,51315.088184431144,0.00012565145646211673
2024-05-10T01:56:00.000Z,51321.396,51321.396,51315.09345215311,0.0001228205469949746
2024-05-10T01:57:00.000Z,51321.452,51321.452,51315.09925806452,0.00012379868746879982
2024-05-10T01:58:00.000Z,51321.124,51321.124,51315.105394988066,0.00011728719965807886
2024-05-10T01:59:00.000Z,51320.396,51320.396,51315.111744934446,0.00010297658693253606
2024-05-10T02:00:00.000Z,51319.464,51319.464,51315.11845714286,8.468348096612023e-05
2024-05-10T02:01:00.000Z,51318.738,51318.738,51315.12533174792,7.040162581152312e-05
2024-05-10T02:02:00.000Z,51317.976,51317.976,51315.13187173397,5.5424748262251886e-05
2024-05-10T02:03:00.000Z,51316.996,51316.996,51315.13860023725,3.6195941654102175e-05
2024-05-10T02:04:00.000Z,51316.203,51316.203,51315.14543127963,2.0609290132302666e-05
2024-05-10T02:05:00.000Z,51315.55,51315.55,51315.152080473374,7.754425554566057e-06
2024-05-10T02:06:00.000Z,51314.82,51314.82,51315.158832151305,6.602964095134401e-06
2024-05-10T02:07:00.000Z,51314.148,51314.148,51315.16564344746,1.9831241596820444e-05
2024-05-10T02:08:00.000Z,51313.584,51313.584,51315.17235377359,3.09529073124018e-05
2024-05-10T02:09:00.000Z,51313.088,51313.088,51315.17906124853,4.07493705912673e-05
2024-05-10T02:10:00.000Z,51312.72,51312.72,51315.18563764706,4.8048888772808786e-05
2024-05-10T02:11:00.000Z,51312.388,51312.388,51315.192381903646,5.46501293959007e-05
2024-05-10T02:12:00.000Z,51312.308,51312.308,51315.199280516434,5.6343550390033367e-05
2024-05-10T02:13:00.000Z,51312.388,51312.388,51315.20607620164,5.491698108855008e-05
2024-05-10T02:14:00.000Z,51312.592,51312.592,51315.21236651054,5.1064126790057604e-05
2024-05-10T02:15:00.000Z,51312.82,51312.82,51315.21862339181,4.674292453891775e-05
2024-05-10T02:16:00.000Z,51313.019,51313.019,51315.224867990655,4.2986618422302284e-05
2024-05-10T02:17:00.000Z,51313.214,51313.214,51315.23072928821,3.9300793537299184e-05
2024-05-10T02:18:00.000Z,51313.425,51313.425,51315.236707459204,3.530544874087345e-05
2024-05-10T02:19:00.000Z,51313.449,51313.449,51315.24250873108,3.495079908802899e-05
2024-05-10T02:20:00.000Z,51313.176,51313.176,51315.2478872093,4.037566404925955e-05
2024-05-10T02:21:00.000Z,51312.928,51312.928,51315.253332171895,4.5314638843203076e-05
2024-05-10T02:22:00.000Z,51312.88,51312.88,51315.258620649656,4.635308704654305e-05
2024-05-10T02:23:00.000Z,51313.056,51313.056,51315.26370220163,4.30223298557524e-05
2024-05-10T02:24:00.000Z,51313.14,51313.14,51315.26790856481,4.146735760211844e-05
2024-05-10T02:25:00.000Z,51312.924,51312.924,51315.271780346826,4.575207857957678e-05
2024-05-10T02:26:00.000Z,51312.52,51312.52,51315.27601270208,5.370745158619173e-05
2024-05-10T02:27:00.000Z,51312.052,51312.052,51315.27952825837,6.289604749376286e-05
2024-05-10T02:28:00.000Z,51311.785,51311.785,51315.28307603687,6.816830829287621e-05
2024-05-10T02:29:00.000Z,51311.636,51311.636,51315.285990794015,7.112872360627315e-05
2024-05-10T02:30:00.000Z,51311.542,51311.542,51315.29037011494,7.304587166717938e-05
2024-05-10T02:31:00.000Z,51311.679,51311.679,51315.29562571757,7.047851276061523e-05
2024-05-10T02:32:00.000Z,51312.074,51312.074,51315.300658256885,6.287906755868071e-05
2024-05-10T02:33:00.000Z,51312.164,51312.164,51315.30487743414,6.120742031333105e-05
2024-05-10T02:34:00.000Z,51312.722,51312.722,51315.309,5.041380536166185e-05
2024-05-10T02:35:00.000Z,51313.448,51313.448,51315.314118857146,3.636572998125339e-05
2024-05-10T02:36:00.000Z,51313.432,51313.432,51315.31944977169,3.678140937107845e-05
2024-05-10T02:37:00.000Z,51313.264,51313.264,51315.32465222349,4.015666348121105e-05
2024-05-10T02:38:00.000Z,51313.18,51313.18,51315.330448747154,4.190655557215382e-05
2024-05-10T02:39:00.000Z,51313.072,51313.072,51315.33505802048,4.410100836172806e-05
2024-05-10T02:40:00.000Z,51312.872,51312.872,51315.339542045454,4.808585634378621e-05
2024-05-10T02:41:00.000Z,51312.82,51312.82,51315.34342565267,4.917487605482709e-05
2024-05-10T02:42:00.000Z,51313.096,51313.096,51315.346875283445,4.3863588975007827e-05
2024-05-10T02:43:00.000Z,51313.078,51313.078,51315.35085730464,4.429195682517878e-05
2024-05-10T02:44:00.000Z,51313.269,51313.269,51315.35489932127,4.0648638703956004e-05
2024-05-10T02:45:00.000Z,51313.363,51313.363,51315.359230508475,3.8901228373170844e-05
2024-05-10T02:46:00.000Z,51313.574,51313.574,51315.36324492099,3.4867626532243374e-05
2024-05-10T02:47:00.000Z,51313.917,51313.917,51315.36656031567,2.824807485228715e-05
2024-05-10T02:48:00.000Z,51314.18,51314.18,51315.36960247748,2.3182186676208667e-05
2024-05-10T02:49:00.000Z,51313.96,51313.96,51315.371850393705,2.751320594192061e-05
2024-05-10T02:50:00.000Z,51313.64,51313.64,51315.37320786517,3.3775606739646766e-05
2024-05-10T02:51:00.000Z,51313.364,51313.364,51315.37418069585,3.91730690449579e-05
2024-05-10T02:52:00.000Z,51313.024,51313.024,51315.374724215246,4.580935495222853e-05
2024-05-10T02:53:00.000Z,51312.796,51312.796,51315.376684210525,5.0290660953427136e-05
2024-05-10T02:54:00.000Z,51312.468,51312.468,51315.37883109619,5.672434195156525e-05
2024-05-10T02:55:00.000Z,51312.336,51312.336,51315.380397765366,5.932719862475531e-05
2024-05-10T02:56:00.000Z,51312.332,51312.332,51315.38232700893,5.944274154456239e-05
2024-05-10T02:57:00.000Z,51312.371,51312.371,51315.384143812706,5.871813809796276e-05
2024-05-10T02:58:00.000Z,51312.421,51312.421,51315.38481625835,5.775687484295217e-05
2024-05-10T02:59:00.000Z,51312.542,51312.542,51315.383533926586,5.5373919688355596e-05
2024-05-10T03:00:00.000Z,51312.683,51312.683,51315.38189,5.259417158358139e-05
2024-05-10T03:01:00.000Z,51312.769,51312.769,51315.380058823524,5.088257790415125e-05
2024-05-10T03:02:00.000Z,51312.933,51312.933,51315.378692904655,4.766003812021949e-05
2024-05-10T03:03:00.000Z,51313.092,51313.092,51315.378388704325,4.4555623988753005e-05
2024-05-10T03:04:00.000Z,51313.108,51313.108,51315.3790630531,4.4256967298429965e-05
2024-05-10T03:05:00.000Z,51313.24,51313.24,51315.37887624309,4.16809987558035e-05
2024-05-10T03:06:00.000Z,51313.336,51313.336,51315.3801821192,3.983566158810463e-05
2024-05-10T03:07:00.000Z,51313.288,51313.288,51315.38178610805,4.0802309856724195e-05
2024-05-10T03:08:00.000Z,51313.528,51313.528,51315.38257378854,3.614069886113737e-05
2024-05-10T03:09:00.000Z,51313.916,51313.916,51315.382985698576,2.8587640064718982e-05
2024-05-10T03:10:00.000Z,51314.464,51314.464,51315.38347472527,1.791811076930592e-05
2024-05-10T03:11:00.000Z,51316.582,51316.582,51315.38460922064,2.3333953130894473e-05
2024-05-10T03:12:00.000Z,51317.843,51317.843,51315.386007675435,4.788022688161911e-05
2024-05-10T03:13:00.000Z,51318.593,51318.593,51315.387354874045,6.246947146256796e-05
2024-05-10T03:14:00.000Z,51318.683,51318.683,51315.388917943106,6.419286935851786e-05
2024-05-10T03:15:00.000Z,51319.367,51319.367,51315.39098032787,7.748201068271387e-05
2024-05-10T03:16:00.000Z,51320.364,51320.364,51315.39300327511,9.687145384573966e-05
2024-05-10T03:17:00.000Z,51321.064,51321.064,51315.395597600866,0.00011046202281246595
2024-05-10T03:18:00.000Z,51321.792,51321.792,51315.397641612195,0.00012460896108541553
2024-05-10T03:19:00.000Z,51321.292,51321.292,51315.397687704026,0.00011486439863229913
2024-05-10T03:20:00.000Z,51320.464,51320.464,51315.39778152174,9.872706238842576e-05
2024-05-10T03:21:00.000Z,51319.92,51319.92,51315.39821389794,8.811752922990519e-05
2024-05-10T03:22:00.000Z,51319.404,51319.404,51315.399014099785,7.804647293333909e-05
2024-05-10T03:23:00.000Z,51318.964,51318.964,51315.39969014084,6.945887356784368e-05
2024-05-10T03:24:00.000Z,51318.324,51318.324,51315.399417748915,5.6992292455471284e-05
2024-05-10T03:25:00.000Z,51318.46,51318.46,51315.39749405405,5.968005892001122e-05
2024-05-10T03:26:00.000Z,51318.23,51318.23,51315.394555075596,5.525524940403295e-05
2024-05-10T03:27:00.000Z,51318.765,51318.765,51315.39191154261,6.573248944884467e-05
2024-05-10T03:28:00.000Z,51320.683,51320.683,51315.39043318965,0.00010313800140017701
2024-05-10T03:29:00.000Z,51322.058,51322.058,51315.39007750269,0.00012994001384836537
2024-05-10T03:30:00.000Z,51323.109,51323.109,51315.389516129035,0.00015043214021664338
2024-05-10T03:31:00.000Z,51323.472,51323.472,51315.38863802363,0.0001575231561314327
2024-05-10T03:32:00.000Z,51323.52,51323.52,51315.387628755365,0.00015847821911560192
2024-05-10T03:33:00.000Z,51323.116,51323.116,51315.38656377277,0.00015062609374721857
2024-05-10T03:34:00.000Z,51322.58,51322.58,51315.38293361884,0.00014025163546901742
2024-05-10T03:35:00.000Z,51321.608,51321.608,51315.379298395725,0.00012138079635066216
2024-05-10T03:36:00.000Z,51320.676,51320.676,51315.37552457264,0.00010329214924713653
2024-05-10T03:37:00.000Z,51319.888,51319.888,51315.37122091782,8.802000209127442e-05
2024-05-10T03:38:00.000Z,51318.992,51318.992,51315.366893390186,7.064368490911065e-05
2024-05-10T03:39:00.000Z,51318.652,51318.652,51315.36002449414,6.415185442116555e-05
2024-05-10T03:40:00.000Z,51318.41,51318.41,51315.35178191489,5.9596553057057436e-05
2024-05-10T03:41:00.000Z,51318.253,51318.253,51315.34601381509,5.6649451104218866e-05
2024-05-10T03:42:00.000Z,51318.347,51318.347,51315.34010084926,5.8596496580434866e-05
2024-05-10T03:43:00.000Z,51318.265,51318.265,51315.33336903499,5.7129726585356505e-05
2024-05-10T03:44:00.000Z,51318.035,51318.035,51315.32482944915,5.281405817582618e-05
2024-05-10T03:45:00.000Z,51317.843,51317.843,51315.31588042328,4.924688727647664e-05
2024-05-10T03:46:00.000Z,51317.604,51317.604,51315.30813002114,4.474045002400852e-05
2024-05-10T03:47:00.000Z,51317.5,51317.5,51315.30109292502,4.285090466476979e-05
2024-05-10T03:48:00.000Z,51317.524,51317.524,51315.29406223629,4.34556169746494e-05
2024-05-10T03:49:00.000Z,51317.772,51317.772,51315.28586933614,4.844814993696608e-05
2024-05-10T03:50:00.000Z,51318.184,51318.184,51315.27613578948,5.6666638659967924e-05
2024-05-10T03:51:00.000Z,51318.4,51318.4,51315.26514090431,6.109018607004141e-05
2024-05-10T03:52:00.000Z,51318.812,51318.812,51315.25516596639,6.931338492046206e-05
2024-05-10T03:53:00.000Z,51318.964,51318.964,51315.24571458552,7.245966306307124e-05
2024-05-10T03:54:00.000Z,51319.152,51319.152,51315.23716352201,7.628994221570555e-05
2024-05-10T03:55:00.000Z,51319.242,51319.242,51315.22877277487,7.820733378972496e-05
2024-05-10T03:56:00.000Z,51319.253,51319.253,51315.22062133891,7.858055782016706e-05
2024-05-10T03:57:00.000Z,51319.421,51319.421,51315.212277951934,8.201704448324632e-05
2024-05-10T03:58:00.000Z,51319.492,51319.492,51315.203442588725,8.357284242420246e-05
2024-05-10T03:59:00.000Z,51319.504,51319.504,51315.19494681961,8.397226561948591e-05
2024-05-10T04:00:00.000Z,51319.44,51319.44,51315.18668958334,8.288599712974327e-05
2024-05-10T04:01:00.000Z,51319.448,51319.448,51315.17865348595,8.319851213764274e-05
2024-05-10T04:02:00.000Z,51319.4,51319.4,51315.17100831601,8.241211323858195e-05
2024-05-10T04:03:00.000Z,51319.308,51319.308,51315.16390654205,8.075767750623492e-05
2024-05-10T04:04:00.000Z,51319.216,51319.216,51315.156932572616,7.910075053883185e-05
2024-05-10T04:05:00.000Z,51319.168,51319.168,51315.14959689119,7.830831909043036e-05
2024-05-10T04:06:00.000Z,51319.072,51319.072,51315.142247412005,7.658075990608404e-05
2024-05-10T04:07:00.000Z,51319.078,51319.078,51315.13467942089,7.684517645230294e-05
2024-05-10T04:08:00.000Z,51319.128,51319.128,51315.128184917354,7.794611889557385e-05
2024-05-10T04:09:00.000Z,51319.179,51319.179,51315.12091537668,7.908165372942385e-05
2024-05-10T04:10:00.000Z,51319.269,51319.269,51315.11386701031,8.097288842540099e-05
2024-05-10T04:11:00.000Z,51319.203,51319.203,51315.10697322348,7.982107059926596e-05
2024-05-10T04:12:00.000Z,51319.024,51319.024,51315.09992901234,7.647010320709519e-05
2024-05-10T04:13:00.000Z,51318.904,51318.904,51315.09229496403,7.428038936503059e-05
2024-05-10T04:14:00.000Z,51318.9,51318.9,51315.0846396304,7.435163356737446e-05
2024-05-10T04:15:00.000Z,51318.956,51318.956,51315.07683179487,7.559509689220651e-05
2024-05-10T04:16:00.000Z,51319.112,51319.112,51315.06885245902,7.879064827143716e-05
2024-05-10T04:17:00.000Z,51318.948,51318.948,51315.06005322415,7.576619362449547e-05
2024-05-10T04:18:00.000Z,51318.472,51318.472,51315.05087321063,6.666907137679092e-05
2024-05-10T04:19:00.000Z,51318.06,51318.06,51315.04171910113,5.881863870228317e-05
2024-05-10T04:20:00.000Z,51317.761,51317.761,51315.031878571426,5.3183664292178843e-05
2024-05-10T04:21:00.000Z,51317.781,51317.781,51315.02201936799,5.376555486946641e-05
2024-05-10T04:22:00.000Z,51318.128,51318.128,51315.0117892057,6.072707937972467e-05
2024-05-10T04:23:00.000Z,51318.082,51318.082,51315.00140895219,6.003295261097394e-05
2024-05-10T04:24:00.000Z,51317.976,51317.976,51314.99022052845,5.818532671873041e-05
2024-05-10T04:25:00.000Z,51317.886,51317.886,51314.97985076142,5.663354535133304e-05
2024-05-10T04:26:00.000Z,51317.871,51317.871,51314.969307302235,5.6546710188733854e-05
2024-05-10T04:27:00.000Z,51317.684,51317.684,51314.95880547112,5.310721458847326e-05
2024-05-10T04:28:00.000Z,51317.576,51317.576,51314.94744635627,5.1223937167156325e-05
2024-05-10T04:29:00.000Z,51317.4,51317.4,51314.935985844284,4.801748474161932e-05
2024-05-10T04:30:00.000Z,51317.196,51317.196,51314.92443434343,4.4267153885747815e-05
2024-05-10T04:31:00.000Z,51316.96,51316.96,51314.912507568115,3.990053440278582e-05
2024-05-10T04:32:00.000Z,51317.02,51317.02,51314.900144153224,4.1310727309574026e-05
2024-05-10T04:33:00.000Z,51317.068,51317.068,51314.88678247735,4.2506525092758265e-05
2024-05-10T04:34:00.000Z,51317.464,51317.464,51314.872583501005,5.0500300761315546e-05
2024-05-10T04:35:00.000Z,51317.375,51317.375,51314.85755678392,4.9058758728749116e-05
2024-05-10T04:36:00.000Z,51317.238,51317.238,51314.84260341366,4.66803845595516e-05
2024-05-10T04:37:00.000Z,51316.937,51316.937,51314.8275997994,4.110703083815067e-05
2024-05-10T04:38:00.000Z,51316.894,51316.894,51314.81308717435,4.055189331229526e-05
2024-05-10T04:39:00.000Z,51316.707,51316.707,51314.79904004004,3.718147582485421e-05
2024-05-10T04:40:00.000Z,51316.608,51316.608,51314.784865,3.552845451452384e-05
2024-05-10T04:41:00.000Z,51316.492,51316.492,51314.770086913086,3.3555895972954574e-05
2024-05-10T04:42:00.000Z,51316.416,51316.416,51314.75473552894,3.237401171684209e-05
2024-05-10T04:43:00.000Z,51316.284,51316.284,51314.739267198405,3.0103101441300583e-05
2024-05-10T04:44:00.000Z,51316.216,51316.216,51314.72325597609,2.9089975141545964e-05
2024-05-10T04:45:00.000Z,51316.1,51316.1,51314.706786069655,2.7150382757746755e-05
2024-05-10T04:46:00.000Z,51316.192,51316.192,51314.68980616302,2.9274148253788184e-05
2024-05-10T04:47:00.000Z,51316.188,51316.188,51314.67309235352,2.95219194664647e-05
2024-05-10T04:48:00.000Z,51316.128,51316.128,51314.65681051587,2.8669966352038577e-05
2024-05-10T04:49:00.000Z,51316.093,51316.093,51314.64023092171,2.8311005821240307e-05
2024-05-10T04:50:00.000Z,51316.019,51316.019,51314.62324455445,2.71999550478312e-05
2024-05-10T04:51:00.000Z,51316.015,51316.015,51314.60622848665,2.7453616365626784e-05
2024-05-10T04:52:00.000Z,51315.824,51315.824,51314.58893379447,2.4068519912062774e-05
2024-05-10T04:53:00.000Z,51315.824,51315.824,51314.571692991114,2.4404510601371096e-05
2024-05-10T04:54:00.000Z,51316.046,51316.046,51314.55402465483,2.9075091336695052e-05
2024-05-10T04:55:00.000Z,51316.132,51316.132,51314.53528374384,3.1116256774583114e-05
2024-05-10T04:56:00.000Z,51316.3,51316.3,51314.51410728346,3.480287687825875e-05
2024-05-10T04:57:00.000Z,51316.38,51316.38,51314.49160373648,3.680044768051363e-05
2024-05-10T04:58:00.000Z,51316.324,51316.324,51314.46972003929,3.6135615759569255e-05
2024-05-10T04:59:00.000Z,51316.484,51316.484,51314.448765456335,3.966201708537691e-05
2024-05-10T05:00:00.000Z,51316.432,51316.432,51314.42915,3.903093210181652e-05
2024-05-10T05:01:00.000Z,51316.544,51316.544,51314.41023898139,4.1582101570920765e-05
2024-05-10T05:02:00.000Z,51316.652,51316.652,51314.39054305283,4.407061885052353e-05
