b_total,baseline,chi,chi_capped,timestamp_utc
51096.854,51110.06732359082,0.0002585268281327377,0.0002585268281327377,2025-12-26 19:38:33
51097.042,51110.06732359082,0.0002548484921444158,0.0002548484921444158,2025-12-26 19:38:33
51097.227,51110.06732359082,0.00025122885300705387,0.00025122885300705387,2025-12-26 19:38:33
51097.014,51110.06732359082,0.0002553963294192359,0.0002553963294192359,2025-12-26 19:38:33
51096.765,51110.06732359082,0.00026026816804208396,0.00026026816804208396,2025-12-26 19:38:33
51096.764,51110.06732359082,0.00026028773365897574,0.00026028773365897574,2025-12-26 19:38:33
51097.007,51110.06732359082,0.0002555332887380477,0.0002555332887380477,2025-12-26 19:38:33
51097.336,51110.06732359082,0.00024909620075844874,0.00024909620075844874,2025-12-26 19:38:33
51097.492,51110.06732359082,0.0002460439645129411,0.0002460439645129411,2025-12-26 19:38:33
51097.471,51110.06732359082,0.00024645484246909173,0.00024645484246909173,2025-12-26 19:38:33
51097.447,51110.06732359082,0.00024692441727606004,0.00024692441727606004,2025-12-26 19:38:33
51097.507,51110.06732359082,0.00024575048025856803,0.00024575048025856803,2025-12-26 19:38:33
51097.81,51110.06732359082,0.00023982209832000567,0.00023982209832000567,2025-12-26 19:38:33
51097.859,51110.06732359082,0.00023886338308903488,0.00023886338308903488,2025-12-26 19:38:33
51097.801,51110.06732359082,0.000239998188872601,0.000239998188872601,2025-12-26 19:38:33
51097.882,51110.06732359082,0.00023841337389895833,0.00023841337389895833,2025-12-26 19:38:33
51098.099,51110.06732359082,0.00023416763501878216,0.00023416763501878216,2025-12-26 19:38:33
51098.235,51110.06732359082,0.00023150671111239103,0.00023150671111239103,2025-12-26 19:38:33
51098.294,51110.06732359082,0.00023035233971179078,0.00023035233971179078,2025-12-26 19:38:33
51098.058,51110.06732359082,0.00023496982531419174,0.00023496982531419174,2025-12-26 19:38:33
51098.354,51110.06732359082,0.00022917840269429877,0.00022917840269429877,2025-12-26 19:38:33
51098.58,51110.06732359082,0.00022475657326152728,0.00022475657326152728,2025-12-26 19:38:33
51098.701,51110.06732359082,0.00022238913360950915,0.00022238913360950915,2025-12-26 19:38:33
51098.914,51110.06732359082,0.00021822165719732713,0.00021822165719732713,2025-12-26 19:38:33
51099.132,51110.06732359082,0.0002139563527002592,0.0002139563527002592,2025-12-26 19:38:33
51099.153,51110.06732359082,0.00021354547474410852,0.00021354547474410852,2025-12-26 19:38:33
51098.976,51110.06732359082,0.00021700858894576686,0.00021700858894576686,2025-12-26 19:38:33
51099.059,51110.06732359082,0.0002153846427381983,0.0002153846427381983,2025-12-26 19:38:33
51099.045,51110.06732359082,0.00021565856137567953,0.00021565856137567953,2025-12-26 19:38:33
51099.277,51110.06732359082,0.00021111933824113037,0.00021111933824113037,2025-12-26 19:38:33
51099.561,51110.06732359082,0.00020556270302479277,0.00020556270302479277,2025-12-26 19:38:33
51099.8,51110.06732359082,0.00020088652057157416,0.00020088652057157416,2025-12-26 19:38:33
51099.858,51110.06732359082,0.00019975171478800804,0.00019975171478800804,2025-12-26 19:38:33
51099.572,51110.06732359082,0.00020534748123827155,0.00020534748123827155,2025-12-26 19:38:33
51099.443,51110.06732359082,0.00020787144582599324,0.00020787144582599324,2025-12-26 19:38:33
51099.541,51110.06732359082,0.00020595401536405167,0.00020595401536405167,2025-12-26 19:38:33
51099.616,51110.06732359082,0.0002044865940920443,0.0002044865940920443,2025-12-26 19:38:33
51099.656,51110.06732359082,0.00020370396941366887,0.00020370396941366887,2025-12-26 19:38:33
51099.75,51110.06732359082,0.00020186480141957906,0.00020186480141957906,2025-12-26 19:38:33
51099.832,51110.06732359082,0.00020026042082890228,0.00020026042082890228,2025-12-26 19:38:33
51100.047,51110.06732359082,0.00019605381318279436,0.00019605381318279436,2025-12-26 19:38:33
51100.466,51110.06732359082,0.00018785581967695737,0.00018785581967695737,2025-12-26 19:38:33
51100.567,51110.06732359082,0.0001858796923640558,0.0001858796923640558,2025-12-26 19:38:33
51100.645,51110.06732359082,0.00018435357424137315,0.00018435357424137315,2025-12-26 19:38:33
51100.361,51110.06732359082,0.00018991020945771075,0.00018991020945771075,2025-12-26 19:38:33
51100.273,51110.06732359082,0.00019163198375002287,0.00019163198375002287,2025-12-26 19:38:33
51100.502,51110.06732359082,0.0001871514574664337,0.0001871514574664337,2025-12-26 19:38:33
51100.852,51110.06732359082,0.00018030349153082641,0.00018030349153082641,2025-12-26 19:38:33
51101.54,51110.06732359082,0.00016684234706302486,0.00016684234706302486,2025-12-26 19:38:33
51102.117,51110.06732359082,0.0001555529860777543,0.0001555529860777543,2025-12-26 19:38:33
51102.64,51110.06732359082,0.00014532016840819808,0.00014532016840819808,2025-12-26 19:38:33
51102.709,51110.06732359082,0.0001439701408379684,0.0001439701408379684,2025-12-26 19:38:33
51102.787,51110.06732359082,0.00014244402271528574,0.00014244402271528574,2025-12-26 19:38:33
51102.461,51110.06732359082,0.00014882241384378233,0.00014882241384378233,2025-12-26 19:38:33
51102.623,51110.06732359082,0.00014565278389649697,0.00014565278389649697,2025-12-26 19:38:33
51102.612,51110.06732359082,0.0001458680056830182,0.0001458680056830182,2025-12-26 19:38:33
51102.655,51110.06732359082,0.0001450266841538251,0.0001450266841538251,2025-12-26 19:38:33
51102.788,51110.06732359082,0.0001424244570982516,0.0001424244570982516,2025-12-26 19:38:33
51103.059,51110.06732359082,0.00013712217490236111,0.00013712217490236111,2025-12-26 19:38:33
51103.161,51110.06732359082,0.00013512648197256777,0.00013512648197256777,2025-12-26 19:38:33
51103.606,51110.06732359082,0.00012641978242583656,0.00012641978242583656,2025-12-26 19:38:33
51103.878,51110.06732359082,0.0001210979346130543,0.0001210979346130543,2025-12-26 19:38:33
51104.052,51110.06732359082,0.00011769351726207126,0.00011769351726207126,2025-12-26 19:38:33
51104.04,51110.06732359082,0.0001179283046656266,0.0001179283046656266,2025-12-26 19:38:33
51104.741,51110.06732359082,0.00010421280717737791,0.00010421280717737791,2025-12-26 19:38:33
51104.61,51110.06732359082,0.0001067759029990255,0.0001067759029990255,2025-12-26 19:38:33
51105.076,51110.06732359082,9.765832549614362e-05,9.765832549614362e-05,2025-12-26 19:38:33
51105.189,51110.06732359082,9.544741077982905e-05,9.544741077982905e-05,2025-12-26 19:38:33
51105.234,51110.06732359082,9.456695801671006e-05,9.456695801671006e-05,2025-12-26 19:38:33
51105.526,51110.06732359082,8.885379786466889e-05,8.885379786466889e-05,2025-12-26 19:38:33
51105.914,51110.06732359082,8.126233848461204e-05,8.126233848461204e-05,2025-12-26 19:38:33
51105.39,51110.06732359082,9.151472177106001e-05,9.151472177106001e-05,2025-12-26 19:38:33
51105.396,51110.06732359082,9.139732806928234e-05,9.139732806928234e-05,2025-12-26 19:38:33
51105.147,51110.06732359082,9.62691666921304e-05,9.62691666921304e-05,2025-12-26 19:38:33
51104.928,51110.06732359082,0.0001005540368060901,0.0001005540368060901,2025-12-26 19:38:33
51105.195,51110.06732359082,9.533001707805139e-05,9.533001707805139e-05,2025-12-26 19:38:33
51105.532,51110.06732359082,8.873640416289121e-05,8.873640416289121e-05,2025-12-26 19:38:33
51106.203,51110.06732359082,7.560787518338852e-05,7.560787518338852e-05,2025-12-26 19:38:33
51106.182,51110.06732359082,7.60187531395392e-05,7.60187531395392e-05,2025-12-26 19:38:33
51106.122,51110.06732359082,7.71926901570312e-05,7.71926901570312e-05,2025-12-26 19:38:33
51105.343,51110.06732359082,9.24343057681049e-05,9.24343057681049e-05,2025-12-26 19:38:33
51104.722,51110.06732359082,0.00010458455389960268,0.00010458455389960268,2025-12-26 19:38:33
51105.228,51110.06732359082,9.468435171834537e-05,9.468435171834537e-05,2025-12-26 19:38:33
51106.403,51110.06732359082,7.169475179165361e-05,7.169475179165361e-05,2025-12-26 19:38:33
51107.283,51110.06732359082,5.4477008867678314e-05,5.4477008867678314e-05,2025-12-26 19:38:33
51107.142,51110.06732359082,5.723576085895535e-05,5.723576085895535e-05,2025-12-26 19:38:33
51105.81,51110.06732359082,8.329716264833127e-05,8.329716264833127e-05,2025-12-26 19:38:33
51105.958,51110.06732359082,8.04014513383848e-05,8.04014513383848e-05,2025-12-26 19:38:33
51105.724,51110.06732359082,8.49798057067175e-05,8.49798057067175e-05,2025-12-26 19:38:33
51106.66,51110.06732359082,6.666638823310199e-05,6.666638823310199e-05,2025-12-26 19:38:33
51108.034,51110.06732359082,3.978323053156708e-05,3.978323053156708e-05,2025-12-26 19:38:33
51109.309,51110.06732359082,1.4837068908865497e-05,1.4837068908865497e-05,2025-12-26 19:38:33
51109.281,51110.06732359082,1.538490618368561e-05,1.538490618368561e-05,2025-12-26 19:38:33
51108.446,51110.06732359082,3.172219634439954e-05,3.172219634439954e-05,2025-12-26 19:38:33
51108.392,51110.06732359082,3.277873966025623e-05,3.277873966025623e-05,2025-12-26 19:38:33
51108.915,51110.06732359082,2.2545921990700016e-05,2.2545921990700016e-05,2025-12-26 19:38:33
51108.853,51110.06732359082,2.375899024211791e-05,2.375899024211791e-05,2025-12-26 19:38:33
51109.055,51110.06732359082,1.9806735616457105e-05,1.9806735616457105e-05,2025-12-26 19:38:33
51109.099,51110.06732359082,1.894584847022987e-05,1.894584847022987e-05,2025-12-26 19:38:33
51108.938,51110.06732359082,2.2095912800623452e-05,2.2095912800623452e-05,2025-12-26 19:38:33
51108.878,51110.06732359082,2.3269849818257814e-05,2.3269849818257814e-05,2025-12-26 19:38:33
51109.134,51110.06732359082,1.8261051876740317e-05,1.8261051876740317e-05,2025-12-26 19:38:33
51108.824,51110.06732359082,2.4326393133972147e-05,2.4326393133972147e-05,2025-12-26 19:38:33
51108.633,51110.06732359082,2.8063425973111733e-05,2.8063425973111733e-05,2025-12-26 19:38:33
51109.107,51110.06732359082,1.8789323534526304e-05,1.8789323534526304e-05,2025-12-26 19:38:33
51109.402,51110.06732359082,1.3017466531667477e-05,1.3017466531667477e-05,2025-12-26 19:38:33
51108.541,51110.06732359082,2.9863462733417988e-05,2.9863462733417988e-05,2025-12-26 19:38:33
51108.089,51110.06732359082,3.870712159881862e-05,3.870712159881862e-05,2025-12-26 19:38:33
51108.132,51110.06732359082,3.7865800069625504e-05,3.7865800069625504e-05,2025-12-26 19:38:33
51108.398,51110.06732359082,3.266134595847856e-05,3.266134595847856e-05,2025-12-26 19:38:33
51108.408,51110.06732359082,3.24656897888491e-05,3.24656897888491e-05,2025-12-26 19:38:33
51108.669,51110.06732359082,2.735906376258806e-05,2.735906376258806e-05,2025-12-26 19:38:33
51108.475,51110.06732359082,3.115479345268766e-05,3.115479345268766e-05,2025-12-26 19:38:33
51108.595,51110.06732359082,2.88069194175613e-05,2.88069194175613e-05,2025-12-26 19:38:33
51108.849,51110.06732359082,2.3837252709969693e-05,2.3837252709969693e-05,2025-12-26 19:38:33
51108.951,51110.06732359082,2.1841559780176344e-05,2.1841559780176344e-05,2025-12-26 19:38:33
51108.787,51110.06732359082,2.5050320961529943e-05,2.5050320961529943e-05,2025-12-26 19:38:33
51108.828,51110.06732359082,2.4248130666120365e-05,2.4248130666120365e-05,2025-12-26 19:38:33
51108.858,51110.06732359082,2.3661162157374364e-05,2.3661162157374364e-05,2025-12-26 19:38:33
51109.046,51110.06732359082,1.9982826169052434e-05,1.9982826169052434e-05,2025-12-26 19:38:33
51109.652,51110.06732359082,8.126062291927653e-06,8.126062291927653e-06,2025-12-26 19:38:33
51109.956,51110.06732359082,2.178114736473497e-06,2.178114736473497e-06,2025-12-26 19:38:33
51110.305,51110.06732359082,4.65028558224202e-06,4.65028558224202e-06,2025-12-26 19:38:33
51110.308,51110.06732359082,4.708982433059676e-06,4.708982433059676e-06,2025-12-26 19:38:33
51110.433,51110.06732359082,7.154684552929589e-06,7.154684552929589e-06,2025-12-26 19:38:33
51110.671,51110.06732359082,1.1811301389256428e-05,1.1811301389256428e-05,2025-12-26 19:38:33
51110.938,51110.06732359082,1.7035321117295144e-05,1.7035321117295144e-05,2025-12-26 19:38:33
51111.019,51110.06732359082,1.862013609093782e-05,1.862013609093782e-05,2025-12-26 19:38:33
51111.444,51110.06732359082,2.6935523298552466e-05,2.6935523298552466e-05,2025-12-26 19:38:33
51111.357,51110.06732359082,2.5233314623132116e-05,2.5233314623132116e-05,2025-12-26 19:38:33
51111.397,51110.06732359082,2.6015939301365215e-05,2.6015939301365215e-05,2025-12-26 19:38:33
51111.553,51110.06732359082,2.9068175547015252e-05,2.9068175547015252e-05,2025-12-26 19:38:33
51111.644,51110.06732359082,3.084864669028738e-05,3.084864669028738e-05,2025-12-26 19:38:33
51111.665,51110.06732359082,3.1259524646438056e-05,3.1259524646438056e-05,2025-12-26 19:38:33
51111.582,51110.06732359082,2.963557843886949e-05,2.963557843886949e-05,2025-12-26 19:38:33
51111.384,51110.06732359082,2.5761586280918103e-05,2.5761586280918103e-05,2025-12-26 19:38:33
51111.512,51110.06732359082,2.826598525174803e-05,2.826598525174803e-05,2025-12-26 19:38:33
51111.422,51110.06732359082,2.650507972536767e-05,2.650507972536767e-05,2025-12-26 19:38:33
51111.619,51110.06732359082,3.035950626628493e-05,3.035950626628493e-05,2025-12-26 19:38:33
51111.933,51110.06732359082,3.650310999136854e-05,3.650310999136854e-05,2025-12-26 19:38:33
51111.272,51110.06732359082,2.3570237181495303e-05,2.3570237181495303e-05,2025-12-26 19:38:33
51111.861,51110.06732359082,3.509438557032119e-05,3.509438557032119e-05,2025-12-26 19:38:33
51111.591,51110.06732359082,2.9811668991464818e-05,2.9811668991464818e-05,2025-12-26 19:38:33
51111.827,51110.06732359082,3.442915459372341e-05,3.442915459372341e-05,2025-12-26 19:38:33
51112.506,51110.06732359082,4.7714208508929656e-05,4.7714208508929656e-05,2025-12-26 19:38:33
51113.182,51110.06732359082,6.0940565573175894e-05,6.0940565573175894e-05,2025-12-26 19:38:33
51113.65,51110.06732359082,7.009727430998365e-05,7.009727430998365e-05,2025-12-26 19:38:33
51113.591,51110.06732359082,6.894290290938341e-05,6.894290290938341e-05,2025-12-26 19:38:33
51113.495,51110.06732359082,6.706460368136773e-05,6.706460368136773e-05,2025-12-26 19:38:33
51113.579,51110.06732359082,6.870811550582807e-05,6.870811550582807e-05,2025-12-26 19:38:33
51113.706,51110.06732359082,7.119294885962387e-05,7.119294885962387e-05,2025-12-26 19:38:33
51113.968,51110.06732359082,7.631914050291904e-05,7.631914050291904e-05,2025-12-26 19:38:33
51114.167,51110.06732359082,8.021269827776219e-05,8.021269827776219e-05,2025-12-26 19:38:33
51114.2,51110.06732359082,8.085836363732585e-05,8.085836363732585e-05,2025-12-26 19:38:33
51114.414,51110.06732359082,8.504540566654201e-05,8.504540566654201e-05,2025-12-26 19:38:33
51114.269,51110.06732359082,8.220839120755554e-05,8.220839120755554e-05,2025-12-26 19:38:33
51114.393,51110.06732359082,8.463452771039132e-05,8.463452771039132e-05,2025-12-26 19:38:33
51114.884,51110.06732359082,9.424124563727565e-05,9.424124563727565e-05,2025-12-26 19:38:33
51115.277,51110.06732359082,0.0001019305331022184,0.0001019305331022184,2025-12-26 19:38:33
51115.402,51110.06732359082,0.00010437623522208831,0.00010437623522208831,2025-12-26 19:38:33
51115.421,51110.06732359082,0.0001047479819443131,0.0001047479819443131,2025-12-26 19:38:33
51115.421,51110.06732359082,0.0001047479819443131,0.0001047479819443131,2025-12-26 19:38:33
51115.665,51110.06732359082,0.00010952199248227525,0.00010952199248227525,2025-12-26 19:38:33
51115.912,51110.06732359082,0.00011435469987105505,0.00011435469987105505,2025-12-26 19:38:33
51115.908,51110.06732359082,0.00011427643740334564,0.00011427643740334564,2025-12-26 19:38:33
51116.001,51110.06732359082,0.0001160960397804013,0.0001160960397804013,2025-12-26 19:38:33
51115.995,51110.06732359082,0.00011597864607876599,0.00011597864607876599,2025-12-26 19:38:33
51116.08,51110.06732359082,0.00011764172352026044,0.00011764172352026044,2025-12-26 19:38:33
51116.342,51110.06732359082,0.00012276791516341326,0.00012276791516341326,2025-12-26 19:38:33
51116.362,51110.06732359082,0.00012315922750267216,0.00012315922750267216,2025-12-26 19:38:33
51116.199,51110.06732359082,0.00011997003193835268,0.00011997003193835268,2025-12-26 19:38:33
51116.119,51110.06732359082,0.00011840478258160178,0.00011840478258160178,2025-12-26 19:38:33
51116.196,51110.06732359082,0.00011991133508753503,0.00011991133508753503,2025-12-26 19:38:33
51116.147,51110.06732359082,0.00011895261985642188,0.00011895261985642188,2025-12-26 19:38:33
51116.112,51110.06732359082,0.00011826782326293234,0.00011826782326293234,2025-12-26 19:38:33
51116.157,51110.06732359082,0.00011914827602605133,0.00011914827602605133,2025-12-26 19:38:33
51116.174,51110.06732359082,0.00011948089151435023,0.00011948089151435023,2025-12-26 19:38:33
51116.246,51110.06732359082,0.00012088961593539758,0.00012088961593539758,2025-12-26 19:38:33
51116.531,51110.06732359082,0.0001264658167687693,0.0001264658167687693,2025-12-26 19:38:33
51116.661,51110.06732359082,0.00012900934697338278,0.00012900934697338278,2025-12-26 19:38:33
51116.725,51110.06732359082,0.00013026154645872655,0.00013026154645872655,2025-12-26 19:38:33
51116.99,51110.06732359082,0.00013544643495283937,0.00013544643495283937,2025-12-26 19:38:33
51117.282,51110.06732359082,0.00014115959510488054,0.00014115959510488054,2025-12-26 19:38:33
51117.483,51110.06732359082,0.00014509228411364958,0.00014509228411364958,2025-12-26 19:38:33
51117.331,51110.06732359082,0.00014211831033585133,0.00014211831033585133,2025-12-26 19:38:33
51117.401,51110.06732359082,0.00014348790352297278,0.00014348790352297278,2025-12-26 19:38:33
51117.679,51110.06732359082,0.00014892714503753272,0.00014892714503753272,2025-12-26 19:38:33
51117.617,51110.06732359082,0.00014771407678611484,0.00014771407678611484,2025-12-26 19:38:33
51117.52,51110.06732359082,0.00014581621194106504,0.00014581621194106504,2025-12-26 19:38:33
51117.529,51110.06732359082,0.00014599230249380272,0.00014599230249380272,2025-12-26 19:38:33
51117.632,51110.06732359082,0.00014800756104048782,0.00014800756104048782,2025-12-26 19:38:33
51117.587,51110.06732359082,0.00014712710827736883,0.00014712710827736883,2025-12-26 19:38:33
51117.628,51110.06732359082,0.00014792929857263606,0.00014792929857263606,2025-12-26 19:38:33
51117.62,51110.06732359082,0.00014777277363707485,0.00014777277363707485,2025-12-26 19:38:33
51117.614,51110.06732359082,0.00014765537993529718,0.00014765537993529718,2025-12-26 19:38:33
51117.669,51110.06732359082,0.00014873148886804564,0.00014873148886804564,2025-12-26 19:38:33
51117.708,51110.06732359082,0.00014949454792938696,0.00014949454792938696,2025-12-26 19:38:33
51117.683,51110.06732359082,0.0001490054075053845,0.0001490054075053845,2025-12-26 19:38:33
51117.622,51110.06732359082,0.00014781190487100075,0.00014781190487100075,2025-12-26 19:38:33
51117.553,51110.06732359082,0.00014646187730077106,0.00014646187730077106,2025-12-26 19:38:33
51117.499,51110.06732359082,0.00014540533398505671,0.00014540533398505671,2025-12-26 19:38:33
51117.47,51110.06732359082,0.00014483793109320247,0.00014483793109320247,2025-12-26 19:38:33
51117.509,51110.06732359082,0.00014560099015454382,0.00014560099015454382,2025-12-26 19:38:33
51117.574,51110.06732359082,0.0001468727552569217,0.0001468727552569217,2025-12-26 19:38:33
51117.566,51110.06732359082,0.00014671623032121815,0.00014671623032121815,2025-12-26 19:38:33
51117.412,51110.06732359082,0.000143703125309494,0.000143703125309494,2025-12-26 19:38:33
51117.378,51110.06732359082,0.00014303789433289623,0.00014303789433289623,2025-12-26 19:38:33
51117.387,51110.06732359082,0.0001432139848856339,0.0001432139848856339,2025-12-26 19:38:33
51117.373,51110.06732359082,0.00014294006624815267,0.00014294006624815267,2025-12-26 19:38:33
51117.374,51110.06732359082,0.0001429596318651868,0.0001429596318651868,2025-12-26 19:38:33
51117.388,51110.06732359082,0.0001432335505025257,0.0001432335505025257,2025-12-26 19:38:33
51117.337,51110.06732359082,0.000142235704037629,0.000142235704037629,2025-12-26 19:38:33
51117.254,51110.06732359082,0.00014061175783006044,0.00014061175783006044,2025-12-26 19:38:33
51117.284,51110.06732359082,0.00014119872633880644,0.00014119872633880644,2025-12-26 19:38:33
51117.408,51110.06732359082,0.00014362486284178459,0.00014362486284178459,2025-12-26 19:38:33
51117.484,51110.06732359082,0.00014511184973054134,0.00014511184973054134,2025-12-26 19:38:33
51117.39,51110.06732359082,0.00014327268173645156,0.00014327268173645156,2025-12-26 19:38:33
51117.258,51110.06732359082,0.0001406900202979122,0.0001406900202979122,2025-12-26 19:38:33
51117.31,51110.06732359082,0.00014170743237970065,0.00014170743237970065,2025-12-26 19:38:33
51117.42,51110.06732359082,0.00014385965024519756,0.00014385965024519756,2025-12-26 19:38:33
51117.47,51110.06732359082,0.00014483793109320247,0.00014483793109320247,2025-12-26 19:38:33
51117.533,51110.06732359082,0.0001460705649616545,0.0001460705649616545,2025-12-26 19:38:33
51117.559,51110.06732359082,0.00014657927100254872,0.00014657927100254872,2025-12-26 19:38:33
51117.537,51110.06732359082,0.00014614882742936393,0.00014614882742936393,2025-12-26 19:38:33
51117.593,51110.06732359082,0.0001472445019791465,0.0001472445019791465,2025-12-26 19:38:33
51117.659,51110.06732359082,0.00014853583269841617,0.00014853583269841617,2025-12-26 19:38:33
51117.613,51110.06732359082,0.00014763581431826304,0.00014763581431826304,2025-12-26 19:38:33
51117.549,51110.06732359082,0.00014638361483291926,0.00014638361483291926,2025-12-26 19:38:33
51117.496,51110.06732359082,0.0001453466371340967,0.0001453466371340967,2025-12-26 19:38:33
51117.488,51110.06732359082,0.00014519011219839314,0.00014519011219839314,2025-12-26 19:38:33
51117.532,51110.06732359082,0.00014605099934462037,0.00014605099934462037,2025-12-26 19:38:33
51117.465,51110.06732359082,0.00014474010300831658,0.00014474010300831658,2025-12-26 19:38:33
51117.437,51110.06732359082,0.00014419226573349645,0.00014419226573349645,2025-12-26 19:38:33
51117.463,51110.06732359082,0.00014470097177453304,0.00014470097177453304,2025-12-26 19:38:33
51117.356,51110.06732359082,0.00014260745075985378,0.00014260745075985378,2025-12-26 19:38:33
51117.213,51110.06732359082,0.0001398095675347932,0.0001398095675347932,2025-12-26 19:38:33
51117.197,51110.06732359082,0.00013949651766338608,0.00013949651766338608,2025-12-26 19:38:33
51117.357,51110.06732359082,0.0001426270163768879,0.0001426270163768879,2025-12-26 19:38:33
