timestamp,Bx,By,Bz,B_total,B_baseline,delta_B,chi
2026-03-18 00:00:00,20180.95,888.62,44662.62,49018.3,49018.475000000006,0.17500000000291038,3.570082504666054e-06
2026-03-18 00:01:00,20181.38,888.73,44662.6,49018.46,49018.47,0.010000000002037268,2.0400473539947836e-07
2026-03-18 00:02:00,20182.02,888.35,44662.69,49018.8,49018.47,0.33000000000174623,6.732156266846889e-06
2026-03-18 00:03:00,20181.99,888.27,44662.63,49018.77,49018.47,0.2999999999956344,6.120142060648454e-06
2026-03-18 00:04:00,20181.81,888.31,44662.46,49018.55,49018.465,0.08500000000640284,1.734040427549146e-06
2026-03-18 00:05:00,20181.73,888.41,44662.45,49018.48,49018.46,0.020000000004074536,4.080095540348378e-07
2026-03-18 00:06:00,20181.72,888.5,44662.42,49018.46,49018.46,0.0,0.0
2026-03-18 00:07:00,20182.1,888.3,44662.56,49018.74,49018.46,0.27999999999883585,5.712133755300265e-06
2026-03-18 00:08:00,20182.01,888.31,44662.54,49018.69,49018.455,0.23500000000058208,4.7941127479554804e-06
2026-03-18 00:09:00,20181.89,888.37,44662.58,49018.67,49018.45,0.22000000000116415,4.4881060090876835e-06
2026-03-18 00:10:00,20181.57,888.51,44662.54,49018.51,49018.445,0.0650000000023283,1.3260314561657007e-06
2026-03-18 00:11:00,20181.13,888.69,44662.51,49018.31,49018.44,0.1300000000046566,2.652063182848263e-06
2026-03-18 00:12:00,20180.68,888.91,44662.46,49018.08,49018.435,0.35499999999592546,7.242173276154685e-06
2026-03-18 00:13:00,20180.45,889.18,44662.4,49017.95,49018.43,0.4800000000032014,9.792235287894806e-06
2026-03-18 00:14:00,20180.53,889.28,44662.53,49018.08,49018.425,0.34500000000116415,7.038169831061772e-06
2026-03-18 00:15:00,20180.49,889.26,44662.53,49018.07,49018.42,0.3499999999985448,7.14017302064295e-06
2026-03-18 00:16:00,20180.56,889.16,44662.57,49018.13,49018.405,0.2750000000014552,5.610137661587626e-06
2026-03-18 00:17:00,20180.73,888.96,44662.65,49018.28,49018.39,0.11000000000058208,2.2440557513329605e-06
2026-03-18 00:18:00,20180.81,888.73,44662.71,49018.35,49018.39,0.040000000000873115,8.160202732254796e-07
2026-03-18 00:19:00,20181.02,888.49,44662.81,49018.5,49018.39,0.11000000000058208,2.2440557513329605e-06
2026-03-18 00:20:00,20181.19,888.3,44662.77,49018.54,49018.39,0.1500000000014552,3.06007602455844e-06
