timestamp,Bx,By,Bz,B_total,B_baseline,delta_B,chi
2026-03-18 00:21:00,20181.37,888.24,44662.75,49018.61,49018.39,0.22000000000116415,4.488111502665921e-06
2026-03-18 00:22:00,20181.54,888.12,44662.77,49018.69,49018.39,0.3000000000029104,6.12015204911688e-06
2026-03-18 00:23:00,20182.07,887.88,44662.8,49018.91,49018.39,0.5200000000040745,1.0608263551782802e-05
2026-03-18 00:24:00,20182.81,887.55,44662.82,49019.24,49018.384999999995,0.8550000000032014,1.7442435119051792e-05
2026-03-18 00:25:00,20183.32,887.21,44662.87,49019.48,49018.38,1.1000000000058208,2.2440562091318008e-05
2026-03-18 00:26:00,20183.67,887.12,44662.91,49019.66,49018.38,1.2800000000061118,2.6112654069883826e-05
2026-03-18 00:27:00,20183.8,886.96,44662.85,49019.68,49018.38,1.3000000000029104,2.65206642896585e-05
2026-03-18 00:28:00,20183.72,886.98,44662.84,49019.62,49018.38,1.2400000000052387,2.529663363018604e-05
2026-03-18 00:29:00,20183.82,886.81,44662.82,49019.65,49018.38,1.2700000000040745,2.590864895992227e-05
2026-03-18 00:30:00,20183.8,886.79,44662.76,49019.59,49018.375,1.2149999999965075,2.478662338350685e-05
2026-03-18 00:31:00,20183.96,886.66,44662.82,49019.72,49018.37,1.3499999999985448,2.7540695457612008e-05
2026-03-18 00:32:00,20183.97,886.68,44662.86,49019.74,49018.37,1.3699999999953434,2.794870576062287e-05
2026-03-18 00:33:00,20183.87,886.82,44662.78,49019.64,49018.37,1.2699999999967986,2.590865424527169e-05
2026-03-18 00:34:00,20183.74,886.93,44662.75,49019.56,49018.365000000005,1.194999999992433,2.4378618095328818e-05
2026-03-18 00:35:00,20183.83,886.93,44662.76,49019.59,49018.36,1.2299999999959255,2.5092638758129106e-05
2026-03-18 00:36:00,20183.77,886.93,44662.68,49019.49,49018.36,1.1299999999973807,2.3052586826596822e-05
2026-03-18 00:37:00,20183.84,887.01,44662.53,49019.41,49018.36,1.0500000000029104,2.1420545281460055e-05
2026-03-18 00:38:00,20184.41,886.79,44662.69,49019.77,49018.354999999996,1.4150000000008731,2.8866737776101897e-05
2026-03-18 00:39:00,20184.72,886.5,44662.73,49019.9,49018.35,1.5500000000029104,3.162081139007964e-05
2026-03-18 00:40:00,20184.91,886.55,44662.84,49020.04,49018.35,1.6900000000023283,3.447688467690831e-05
2026-03-18 00:41:00,20184.48,886.88,44662.6,49019.7,49018.35,1.3499999999985448,2.7540706694504094e-05
2026-03-18 00:42:00,20183.9,887.33,44662.44,49019.3,49018.345,0.9550000000017462,1.948250190824978e-05
2026-03-18 00:43:00,20183.24,887.73,44662.15,49018.74,49018.34,0.4000000000014552,8.160211055728432e-06
2026-03-18 00:44:00,20183.28,887.67,44662.31,49018.93,49018.34,0.5900000000037835,1.2036311307232835e-05
2026-03-18 00:45:00,20183.32,887.55,44662.39,49019.04,49018.34,0.7000000000043656,1.4280369347561864e-05
2026-03-18 00:46:00,20183.25,887.44,44662.49,49019.11,49018.34,0.7700000000040745,1.5708406282303206e-05
2026-03-18 00:47:00,20183.23,887.43,44662.6,49019.23,49018.34,0.8900000000066939,1.8156469599066268e-05
2026-03-18 00:48:00,20183.33,887.38,44662.73,49019.36,49018.335,1.0250000000014552,2.091054296318827e-05
2026-03-18 00:49:00,20183.14,887.41,44662.73,49019.27,49018.33,0.9399999999950523,1.9176499892898276e-05
2026-03-18 00:50:00,20182.69,887.53,44662.78,49019.05,49018.33,0.7200000000011642,1.4688382896789101e-05
2026-03-18 00:51:00,20182.18,887.69,44662.58,49018.67,49018.33,0.33999999999650754,6.936180812290168e-06
2026-03-18 00:52:00,20182.07,887.81,44662.6,49018.66,49018.32,0.3400000000037835,6.936182227456663e-06
2026-03-18 00:53:00,20181.35,888.09,44662.03,49017.9,49018.31,0.4099999999962165,8.364221451049955e-06
2026-03-18 00:54:00,20181.73,887.98,44662.27,49018.27,49018.31,0.040000000000873115,8.160216050058257e-07
2026-03-18 00:55:00,20181.62,888.02,44662.34,49018.26,49018.31,0.049999999995634425,1.020027006145957e-06
2026-03-18 00:56:00,20181.56,888.08,44662.28,49018.22,49018.31,0.08999999999650754,1.8360486111517827e-06
2026-03-18 00:57:00,20181.48,888.2,44662.17,49018.12,49018.31,0.18999999999505235,3.87610262359213e-06
2026-03-18 00:58:00,20181.61,888.31,44662.2,49018.2,49018.305,0.10500000000320142,2.1420569316544383e-06
2026-03-18 00:59:00,20181.81,888.33,44662.47,49018.47,49018.3,0.16999999999825377,3.4680925286730417e-06
2026-03-18 01:00:00,20182.03,888.45,44662.47,49018.59,49018.3,0.28999999999359716,5.9161578429606315e-06
2026-03-18 01:01:00,20182.05,888.52,44662.5,49018.62,49018.3,0.31999999999970896,6.528174171680963e-06
2026-03-18 01:02:00,20182.21,888.11,44662.54,49018.7,49018.3,0.39999999999417923,8.160217714489879e-06
2026-03-18 01:03:00,20182.63,888.1,44662.61,49018.94,49018.3,0.6399999999994179,1.3056348343361926e-05
2026-03-18 01:04:00,20182.15,888.09,44662.5,49018.62,49018.3,0.31999999999970896,6.528174171680963e-06
2026-03-18 01:05:00,20181.86,889.0,44662.22,49018.28,49018.3,0.020000000004074536,4.08010885813554e-07
2026-03-18 01:06:00,20183.09,887.04,44662.94,49019.46,49018.295,1.1650000000008731,2.376663651807704e-05
2026-03-18 01:07:00,20182.49,887.93,44662.76,49019.07,49018.29,0.7799999999988358,1.591242778968495e-05
2026-03-18 01:08:00,20182.73,888.29,44662.62,49019.01,49018.285,0.7249999999985448,1.4790399133681334e-05
2026-03-18 01:09:00,20182.66,887.98,44662.59,49018.99,49018.28,0.7099999999991269,1.4484392353202252e-05
2026-03-18 01:10:00,20182.62,887.9,44662.64,49019.02,49018.28,0.7399999999979627,1.5096408931483576e-05
2026-03-18 01:11:00,20182.81,887.88,44662.66,49019.08,49018.28,0.8000000000029104,1.6320442088194658e-05
2026-03-18 01:12:00,20182.77,888.23,44662.49,49018.93,49018.28,0.6500000000014552,1.3260359196639606e-05
2026-03-18 01:13:00,20182.33,888.39,44662.36,49018.63,49018.28,0.3499999999985448,7.1401934135295e-06
2026-03-18 01:14:00,20182.53,888.33,44662.37,49018.74,49018.28,0.4599999999991269,9.384254200659976e-06
2026-03-18 01:15:00,20183.07,887.92,44662.5,49019.07,49018.28,0.7900000000008731,1.6116436562051405e-05
2026-03-18 01:16:00,20182.91,888.17,44662.44,49018.95,49018.274999999994,0.6750000000029104,1.377037441653976e-05
2026-03-18 01:17:00,20182.63,888.52,44662.26,49018.69,49018.27,0.42000000000552973,8.568233844350888e-06
2026-03-18 01:18:00,20182.18,888.69,44662.23,49018.48,49018.27,0.21000000000640284,4.28411692224966e-06
2026-03-18 01:19:00,20182.12,889.03,44662.22,49018.44,49018.27,0.17000000000552973,3.468094651352031e-06
2026-03-18 01:20:00,20182.03,889.1,44662.08,49018.27,49018.27,0.0,0.0
2026-03-18 01:21:00,20181.69,888.91,44661.96,49018.01,49018.27,0.2599999999947613,5.304144760611938e-06
2026-03-18 01:22:00,20181.75,888.69,44661.99,49018.1,49018.27,0.16999999999825377,3.468094651203598e-06
2026-03-18 01:23:00,20182.05,888.62,44662.03,49018.25,49018.27,0.01999999999679858,4.080111353745977e-07
2026-03-18 01:24:00,20182.37,888.56,44662.06,49018.39,49018.27,0.12000000000261934,2.4480668126928867e-06
2026-03-18 01:25:00,20183.05,888.37,44662.22,49018.83,49018.27,0.5600000000049477,1.1424311792418372e-05
2026-03-18 01:26:00,20183.67,888.21,44662.26,49019.11,49018.265,0.8450000000011642,1.7238472230732037e-05
2026-03-18 01:27:00,20184.62,887.7,44662.5,49019.7,49018.26,1.4399999999950523,2.9376807744604813e-05
2026-03-18 01:28:00,20185.08,887.01,44662.77,49020.12,49018.26,1.860000000000582,3.794504333692346e-05
2026-03-18 01:29:00,20185.12,886.73,44662.84,49020.17,49018.26,1.9099999999962165,3.896507138352558e-05
2026-03-18 01:30:00,20184.51,886.87,44662.74,49019.82,49018.26,1.5599999999976717,3.182487505671706e-05
2026-03-18 01:31:00,20183.85,887.04,44662.65,49019.48,49018.26,1.2200000000011642,2.488868433928834e-05
2026-03-18 01:32:00,20183.39,887.35,44662.58,49019.26,49018.255000000005,1.0049999999973807,2.0502565829758334e-05
2026-03-18 01:33:00,20182.83,887.66,44662.54,49018.99,49018.25,0.7399999999979627,1.509641817074177e-05
2026-03-18 01:34:00,20182.49,887.75,44662.55,49018.85,49018.244999999995,0.6050000000032014,1.2342343141889341e-05
2026-03-18 01:35:00,20182.37,887.65,44662.57,49018.86,49018.24,0.6200000000026193,1.2648352939693865e-05
2026-03-18 01:36:00,20182.34,887.47,44662.67,49018.93,49018.24,0.6900000000023283,1.4076392787711846e-05
2026-03-18 01:37:00,20182.47,887.2,44662.78,49019.07,49018.24,0.8300000000017462,1.6932472483747812e-05
2026-03-18 01:38:00,20182.62,886.95,44662.86,49019.2,49018.24,0.9599999999991269,1.958454648716737e-05
2026-03-18 01:39:00,20182.65,886.85,44662.84,49019.23,49018.24,0.9900000000052387,2.0196563565016588e-05
2026-03-18 01:40:00,20182.53,886.93,44662.81,49019.13,49018.235,0.8949999999967986,1.8258511347803497e-05
2026-03-18 01:41:00,20182.6,886.9,44662.84,49019.17,49018.23,0.9399999999950523,1.9176539014057672e-05
2026-03-18 01:42:00,20182.75,886.75,44662.85,49019.24,49018.23,1.0099999999947613,2.0604579153403974e-05
2026-03-18 01:43:00,20182.8,886.72,44662.84,49019.26,49018.23,1.0299999999988358,2.101259062187345e-05
2026-03-18 01:44:00,20182.91,886.68,44662.83,49019.29,49018.23,1.0599999999976717,2.162460782442923e-05
2026-03-18 01:45:00,20183.02,886.64,44662.84,49019.35,49018.23,1.1199999999953434,2.284864222954079e-05
2026-03-18 01:46:00,20183.15,886.58,44662.83,49019.39,49018.225000000006,1.1649999999935972,2.376667045764299e-05
2026-03-18 01:47:00,20183.23,886.46,44662.81,49019.4,49018.22,1.180000000000291,2.407268154576586e-05
2026-03-18 01:48:00,20183.11,886.58,44662.76,49019.3,49018.215,1.0850000000064028,2.2134628933477135e-05
2026-03-18 01:49:00,20183.0,886.66,44662.74,49019.23,49018.21,1.0200000000040745,2.0808593377931885e-05
2026-03-18 01:50:00,20182.92,886.64,44662.76,49019.21,49018.21,1.0,2.0400581742988984e-05
2026-03-18 01:51:00,20182.78,886.66,44662.76,49019.15,49018.21,0.9400000000023283,1.9176546838457143e-05
2026-03-18 01:52:00,20182.71,886.73,44662.75,49019.11,49018.205,0.9049999999988358,1.8462528360612874e-05
2026-03-18 01:53:00,20182.5,886.81,44662.77,49019.02,49018.2,0.819999999999709,1.6728480441952355e-05
2026-03-18 01:54:00,20182.38,886.84,44662.78,49018.98,49018.2,0.7800000000061118,1.591245700588989e-05
2026-03-18 01:55:00,20182.21,886.9,44662.68,49018.86,49018.2,0.6600000000034925,1.3464386697257193e-05
2026-03-18 01:56:00,20182.06,886.89,44662.69,49018.81,49018.2,0.6100000000005821,1.244435740195646e-05
2026-03-18 01:57:00,20181.91,887.0,44662.66,49018.73,49018.2,0.5300000000061118,1.0812310529683094e-05
2026-03-18 01:58:00,20181.97,886.98,44662.76,49018.81,49018.195,0.6149999999979627,1.2546361611192797e-05
2026-03-18 01:59:00,20182.0,886.9,44662.72,49018.79,49018.19,0.5999999999985448,1.2240354039970566e-05
2026-03-18 02:00:00,20182.07,886.79,44662.81,49018.9,49018.19,0.7099999999991269,1.448441894731582e-05
2026-03-18 02:01:00,20181.78,886.91,44662.49,49018.51,49018.19,0.31999999999970896,6.52818882132753e-06
2026-03-18 02:02:00,20182.35,886.59,44662.8,49019.03,49018.185,0.8450000000011642,1.7238500364735336e-05
2026-03-18 02:03:00,20182.59,886.34,44662.87,49019.18,49018.18,1.0,2.040059422850869e-05
2026-03-18 02:04:00,20182.66,886.29,44662.89,49019.22,49018.18,1.0400000000008731,2.1216617997666846e-05
2026-03-18 02:05:00,20182.61,886.28,44662.86,49019.17,49018.18,0.9899999999979627,2.019658828618204e-05
2026-03-18 02:06:00,20182.56,886.32,44662.78,49019.08,49018.18,0.9000000000014552,1.8360534805687505e-05
2026-03-18 02:07:00,20182.63,886.32,44662.76,49019.09,49018.18,0.9099999999962165,1.856454074786572e-05
2026-03-18 02:08:00,20182.61,886.27,44662.65,49019.0,49018.18,0.819999999999709,1.6728487267371186e-05
2026-03-18 02:09:00,20182.81,886.29,44662.78,49019.18,49018.18,1.0,2.040059422850869e-05
2026-03-18 02:10:00,20182.89,886.09,44662.74,49019.19,49018.175,1.014999999999418,2.0706605254059702e-05
2026-03-18 02:11:00,20182.73,885.97,44662.6,49018.99,49018.17,0.819999999999709,1.6728490680082693e-05
2026-03-18 02:12:00,20183.0,886.22,44662.69,49019.2,49018.17,1.0299999999988358,2.1012616342038795e-05
2026-03-18 02:13:00,20183.08,886.36,44662.67,49019.22,49018.17,1.0500000000029104,2.142062830992896e-05
2026-03-18 02:14:00,20183.42,886.3,44662.73,49019.42,49018.17,1.25,2.5500747987939985e-05
2026-03-18 02:15:00,20183.36,886.25,44662.75,49019.4,49018.17,1.2300000000032014,2.5092736020198256e-05
2026-03-18 02:16:00,20183.17,886.41,44662.71,49019.27,49018.17,1.0999999999985448,2.24406582293575e-05
2026-03-18 02:17:00,20183.16,886.5,44662.65,49019.22,49018.17,1.0500000000029104,2.142062830992896e-05
2026-03-18 02:18:00,20183.13,886.57,44662.64,49019.19,49018.17,1.0200000000040745,2.080861035824215e-05
2026-03-18 02:19:00,20183.07,886.65,44662.71,49019.2,49018.17,1.0299999999988358,2.1012616342038795e-05
2026-03-18 02:20:00,20182.67,886.64,44662.59,49018.93,49018.165,0.7649999999994179,1.560645936051294e-05
2026-03-18 02:21:00,20182.28,886.78,44662.41,49018.63,49018.16,0.4699999999938882,9.588283199407896e-06
2026-03-18 02:22:00,20182.36,887.04,44662.53,49018.78,49018.16,0.6199999999953434,1.264837358226713e-05
2026-03-18 02:23:00,20182.19,887.09,44662.48,49018.68,49018.16,0.5199999999967986,1.060831332707712e-05
2026-03-18 02:24:00,20181.92,887.17,44662.47,49018.57,49018.16,0.4099999999962165,8.364247046323577e-06
2026-03-18 02:25:00,20181.73,887.32,44662.5,49018.51,49018.16,0.3499999999985448,7.140210893239257e-06
2026-03-18 02:26:00,20181.67,887.4,44662.56,49018.54,49018.155,0.38500000000203727,7.854232783792806e-06
2026-03-18 02:27:00,20181.6,887.33,44662.61,49018.56,49018.15,0.4099999999962165,8.36424875268072e-06
2026-03-18 02:28:00,20181.55,887.37,44662.58,49018.53,49018.145000000004,0.3849999999947613,7.854234385955677e-06
2026-03-18 02:29:00,20182.24,886.87,44662.77,49018.96,49018.14,0.819999999999709,1.672850091822556e-05
2026-03-18 02:30:00,20181.98,887.5,44662.76,49018.83,49018.14,0.6900000000023283,1.4076421504413026e-05
2026-03-18 02:31:00,20181.28,887.97,44662.33,49018.18,49018.14,0.040000000000873115,8.160244350534948e-07
2026-03-18 02:32:00,20182.54,886.49,44662.86,49019.14,49018.134999999995,1.0050000000046566,2.0502616021695986e-05
2026-03-18 02:33:00,20182.24,886.95,44662.81,49018.98,49018.13,0.8500000000058208,1.7340522782199583e-05
2026-03-18 02:34:00,20182.26,887.22,44662.55,49018.76,49018.13,0.6300000000046566,1.2852387473872557e-05
2026-03-18 02:35:00,20182.71,886.7,44662.69,49019.09,49018.13,0.9599999999991269,1.958459043621466e-05
2026-03-18 02:36:00,20182.71,886.85,44662.71,49019.11,49018.125,0.9850000000005821,2.00946078618997e-05
2026-03-18 02:37:00,20182.69,887.12,44662.64,49019.04,49018.12,0.9199999999982538,1.8768569663590805e-05
2026-03-18 02:38:00,20182.91,887.01,44662.56,49019.06,49018.12,0.9399999999950523,1.9176582047517372e-05
2026-03-18 02:39:00,20183.06,887.06,44662.58,49019.12,49018.12,1.0,2.0400619199593944e-05
2026-03-18 02:40:00,20183.06,887.53,44662.48,49019.05,49018.12,0.930000000000291,1.8972575855628306e-05
2026-03-18 02:41:00,20183.5,887.41,44662.52,49019.25,49018.12,1.1299999999973807,2.3052699695487722e-05
2026-03-18 02:42:00,20183.68,887.18,44662.58,49019.37,49018.115000000005,1.2549999999973807,2.560277970699976e-05
2026-03-18 02:43:00,20183.67,887.33,44662.51,49019.32,49018.11,1.2099999999991269,2.468475426733358e-05
2026-03-18 02:44:00,20184.19,886.9,44662.61,49019.62,49018.104999999996,1.5150000000066939,3.09069475453344e-05
2026-03-18 02:45:00,20184.32,886.85,44662.63,49019.68,49018.1,1.5800000000017462,3.223299148685376e-05
2026-03-18 02:46:00,20183.92,887.32,44662.45,49019.38,49018.1,1.2799999999988358,2.61128032298036e-05
2026-03-18 02:47:00,20183.6,887.56,44662.32,49019.16,49018.1,1.0600000000049477,2.162466517480171e-05
2026-03-18 02:48:00,20183.43,887.53,44662.34,49019.1,49018.1,1.0,2.0400627523302616e-05
2026-03-18 02:49:00,20183.26,887.62,44662.42,49019.08,49018.1,0.9800000000032014,1.9992614972901874e-05
2026-03-18 02:50:00,20183.1,887.8,44662.4,49019.01,49018.095,0.9150000000008731,1.8666576087889036e-05
2026-03-18 02:51:00,20182.85,887.9,44662.33,49018.86,49018.09,0.7700000000040745,1.570848639765594e-05
2026-03-18 02:52:00,20182.71,887.93,44662.38,49018.84,49018.09,0.75,1.5300473763869626e-05
2026-03-18 02:53:00,20182.59,888.08,44662.39,49018.8,49018.09,0.7100000000064028,1.4484448496593868e-05
2026-03-18 02:54:00,20182.24,888.43,44662.3,49018.56,49018.085,0.4749999999985448,9.690301038862387e-06
2026-03-18 02:55:00,20182.12,888.58,44662.3,49018.53,49018.08,0.4499999999970896,9.180286131098761e-06
2026-03-18 02:56:00,20182.07,888.34,44662.3,49018.5,49018.08,0.41999999999825377,8.56826705571197e-06
2026-03-18 02:57:00,20181.94,888.27,44662.35,49018.5,49018.08,0.41999999999825377,8.56826705571197e-06
2026-03-18 02:58:00,20182.11,888.17,44662.48,49018.69,49018.075,0.6150000000052387,1.2546392325794898e-05
2026-03-18 02:59:00,20182.1,888.17,44662.53,49018.72,49018.07,0.6500000000014552,1.326041600580062e-05
2026-03-18 03:00:00,20182.39,888.13,44662.62,49018.92,49018.07,0.8499999999985448,1.7340544007516917e-05
2026-03-18 03:01:00,20182.29,888.19,44662.55,49018.81,49018.07,0.7399999999979627,1.5096473606528424e-05
2026-03-18 03:02:00,20182.24,888.24,44662.52,49018.77,49018.07,0.6999999999970896,1.4280448006155478e-05
2026-03-18 03:03:00,20182.1,888.13,44662.52,49018.71,49018.07,0.6399999999994179,1.3056409605670274e-05
2026-03-18 03:04:00,20182.31,887.78,44662.63,49018.89,49018.06,0.8300000000017462,1.6932534661750105e-05
2026-03-18 03:05:00,20181.93,888.05,44662.48,49018.61,49018.05,0.5599999999976717,1.1424363066210747e-05
2026-03-18 03:06:00,20182.56,887.62,44662.62,49018.99,49018.05,0.9399999999950523,1.9176609432546834e-05
2026-03-18 03:07:00,20182.07,887.41,44662.64,49018.8,49018.05,0.75,1.5300486249453007e-05
2026-03-18 03:08:00,20182.44,886.93,44662.93,49019.22,49018.045,1.1750000000029104,2.3970764235964743e-05
2026-03-18 03:09:00,20182.25,887.24,44662.9,49019.06,49018.04,1.0199999999967986,2.080866554429346e-05
2026-03-18 03:10:00,20182.22,886.22,44663.09,49019.21,49018.04,1.1699999999982538,2.3868763418493554e-05
2026-03-18 03:11:00,20182.32,885.14,44663.39,49019.51,49018.04,1.4700000000011642,2.9988959166893742e-05
2026-03-18 03:12:00,20183.28,884.05,44663.88,49020.31,49018.04,2.2699999999967986,4.630948116238019e-05
2026-03-18 03:13:00,20181.87,884.86,44663.48,49019.38,49018.04,1.3399999999965075,2.7336874342517723e-05
2026-03-18 03:14:00,20182.73,883.6,44663.74,49019.94,49018.04,1.9000000000014552,3.876123973952151e-05
2026-03-18 03:15:00,20183.21,883.68,44663.75,49020.18,49018.04,2.139999999999418,4.3657396338152604e-05
2026-03-18 03:16:00,20182.14,884.95,44663.15,49019.23,49018.035,1.194999999999709,2.4378782217600296e-05
2026-03-18 03:17:00,20182.39,884.8,44663.03,49019.24,49018.03,1.2099999999991269,2.4684794554149298e-05
2026-03-18 03:18:00,20182.98,884.83,44662.96,49019.43,49018.03,1.4000000000014552,2.8560919318900723e-05
2026-03-18 03:19:00,20182.96,885.07,44662.9,49019.33,49018.03,1.3000000000029104,2.6520853653296766e-05
2026-03-18 03:20:00,20183.1,885.74,44662.8,49019.29,49018.03,1.2600000000020373,2.5704827387025493e-05
2026-03-18 03:21:00,20183.21,886.1,44662.59,49019.13,49018.03,1.0999999999985448,2.244072232194041e-05
2026-03-18 03:22:00,20183.12,886.42,44662.43,49018.95,49018.024999999994,0.9250000000029104,1.8870609332034706e-05
2026-03-18 03:23:00,20183.03,886.77,44662.28,49018.77,49018.02,0.75,1.530049561365392e-05
2026-03-18 03:24:00,20183.0,886.99,44662.09,49018.6,49018.02,0.5800000000017462,1.1832383274594655e-05
2026-03-18 03:25:00,20183.08,887.22,44661.99,49018.58,49018.02,0.5600000000049477,1.1424370058295862e-05
2026-03-18 03:26:00,20182.98,887.36,44661.99,49018.56,49018.015,0.5449999999982538,1.111836127999581e-05
2026-03-18 03:27:00,20183.02,887.46,44662.0,49018.6,49018.01,0.5899999999965075,1.2036392338173408e-05
2026-03-18 03:28:00,20182.79,887.61,44661.96,49018.5,49018.01,0.48999999999796273,9.996325840195526e-06
2026-03-18 03:29:00,20182.15,888.13,44661.96,49018.18,49018.01,0.16999999999825377,3.468113046577243e-06
2026-03-18 03:30:00,20181.94,888.55,44661.85,49018.02,49018.01,0.00999999999476131,2.0400664969388415e-07
2026-03-18 03:31:00,20181.62,889.02,44661.68,49017.74,49018.01,0.27000000000407454,5.5081795447035595e-06
2026-03-18 03:32:00,20181.1,888.84,44661.57,49017.46,49018.01,0.5500000000029104,1.1220365739101003e-05
2026-03-18 03:33:00,20181.22,889.24,44661.67,49017.59,49018.01,0.42000000000552973,8.5682792917446e-06
2026-03-18 03:34:00,20181.42,889.53,44661.66,49017.67,49018.01,0.3400000000037835,6.9362260933029204e-06
2026-03-18 03:35:00,20180.99,889.12,44661.69,49017.52,49018.01,0.4900000000052387,9.996325840343961e-06
2026-03-18 03:36:00,20181.15,890.1,44661.58,49017.5,49018.005000000005,0.5050000000046566,1.0302336865905835e-05
2026-03-18 03:37:00,20181.64,888.98,44661.95,49018.03,49018.0,0.029999999998835847,6.120200742346861e-07
2026-03-18 03:38:00,20181.74,889.4,44661.96,49018.09,49018.0,0.08999999999650754,1.8360602227040584e-06
2026-03-18 03:39:00,20181.78,888.64,44662.22,49018.31,49018.0,0.3099999999976717,6.324207433956336e-06
2026-03-18 03:40:00,20181.33,890.33,44661.78,49017.72,49018.0,0.27999999999883585,5.71218735972165e-06
2026-03-18 03:41:00,20181.68,889.66,44661.64,49017.74,49018.0,0.26000000000203727,5.304173976948004e-06
2026-03-18 03:42:00,20182.06,889.54,44661.73,49018.0,49018.0,0.0,0.0
2026-03-18 03:43:00,20182.08,889.6,44661.75,49018.03,49018.0,0.029999999998835847,6.120200742346861e-07
2026-03-18 03:44:00,20182.16,888.81,44661.99,49018.27,49018.0,0.2699999999967986,5.50818066826061e-06
2026-03-18 03:45:00,20181.7,889.24,44661.85,49017.95,49018.0,0.05000000000291038,1.0200334571567666e-06
2026-03-18 03:46:00,20181.14,889.54,44661.58,49017.48,49018.0,0.5199999999967986,1.0608347953747574e-05
2026-03-18 03:47:00,20181.31,889.5,44661.8,49017.75,49018.0,0.25,5.100167285486964e-06
2026-03-18 03:48:00,20181.22,889.58,44661.78,49017.7,49018.0,0.3000000000029104,6.1202007426437304e-06
2026-03-18 03:49:00,20181.48,889.97,44661.81,49017.82,49018.0,0.18000000000029104,3.6721204455565514e-06
2026-03-18 03:50:00,20182.0,889.54,44661.95,49018.16,49018.0,0.16000000000349246,3.2641070627829056e-06
2026-03-18 03:51:00,20182.48,888.27,44662.35,49018.69,49018.0,0.6900000000023283,1.407646170799152e-05
2026-03-18 03:52:00,20182.38,887.96,44662.36,49018.67,49018.0,0.6699999999982538,1.366844832506944e-05
2026-03-18 03:53:00,20181.89,888.8,44662.48,49018.56,49018.0,0.5599999999976717,1.14243747194433e-05
2026-03-18 03:54:00,20180.9,889.87,44661.91,49017.63,49018.005000000005,0.37500000000727596,7.65025014802777e-06
2026-03-18 03:55:00,20180.88,889.9,44661.71,49017.48,49018.01,0.5299999999988358,1.0812352439416367e-05
2026-03-18 03:56:00,20181.09,890.69,44661.66,49017.52,49018.01,0.4900000000052387,9.996325840343961e-06
2026-03-18 03:57:00,20180.77,890.23,44661.59,49017.35,49018.01,0.6600000000034925,1.3464438886921204e-05
2026-03-18 03:58:00,20181.06,890.31,44661.82,49017.67,49018.01,0.3400000000037835,6.9362260933029204e-06
2026-03-18 03:59:00,20181.57,889.78,44661.96,49018.01,49018.01,0.0,0.0
2026-03-18 04:00:00,20181.92,889.49,44662.24,49018.39,49018.01,0.37999999999738066,7.752252692375326e-06
2026-03-18 04:01:00,20181.65,889.76,44662.02,49018.07,49018.01,0.059999999997671694,1.2240398987570424e-06
2026-03-18 04:02:00,20182.34,889.01,44662.38,49018.68,49018.01,0.6699999999982538,1.3668445536615089e-05
